,SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country,Provider_Country,Sattelite_Name,Pkg_Name,Pkg_URL,Freq/beam,SR/FEC,undef,Audio,Encryption,Src_Updated
11224,55217.0,True Crime UK +1,MPEG-2/SD,2312.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,True Crime UK +1,https://www.lyngsat.com/tvchannels/us/True-Crime-UK--1.html,False,,Eng,us,,Astra-2F,,,,,,,,
11225,55218.0,Legend Xtra +1,MPEG-2/SD,2314.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,Legend Xtra +1,https://www.lyngsat.com/tvchannels/us/Legend-Xtra--1.html,False,,Eng,us,,Astra-2F,,,,,,,,
11226,55225.0,Talking Pictures TV,MPEG-2/SD,2300.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,Talking Pictures TV,https://www.lyngsat.com/tvchannels/uk/Talking-Pictures-TV.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11227,55230.0,That's TV UK,MPEG-2/SD,2357.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,That's TV UK,https://www.lyngsat.com/tvchannels/uk/Thats-TV-UK.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11228,55235.0,That's 60s,MPEG-2/SD,2359.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,That's 60s,https://www.lyngsat.com/tvchannels/uk/Thats-60s.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11229,55240.0,Babestation,MPEG-2/SD,2354.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,Babestation,https://www.lyngsat.com/tvchannels/uk/Babestation.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11230,55280.0,That's 80s,MPEG-2/SD,2322.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,That's 80s,https://www.lyngsat.com/tvchannels/uk/Thats-80s.html,False,,Eng,uk,,Astra-2F,,,,,,,,
11231,55295.0,S4C,MPEG-2/SD,2360.0,DVB-S,27500,5/6,11344 V,tp 112,0.0,,,S4C,https://www.lyngsat.com/tvchannels/uk/S4C.html,False,,Wel Eng,uk,,Astra-2F,,,,,,,,
11233,55000.0,Lucky TV,MPEG-4/SD,1791.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Lucky TV,https://www.lyngsat.com/tvchannels/gh/Lucky-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11234,55001.0,Strong TV,MPEG-4/SD,511.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Strong TV,https://www.lyngsat.com/tvchannels/gh/Strong-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11235,55002.0,Atinka TV,MPEG-4/SD,767.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Atinka TV,https://www.lyngsat.com/tvchannels/gh/Atinka-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11236,55003.0,MTA 5 Africa,MPEG-4/SD,1023.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,MTA 5 Africa,https://www.lyngsat.com/tvchannels/uk/MTA-5-Africa.html,False,WAP,Eng,uk,,Astra-2F,,,,,,,,
11237,55004.0,Powerline TV,MPEG-4/SD,1279.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Powerline TV,https://www.lyngsat.com/tvchannels/ng/Powerline-TV.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11238,55005.0,Adoa TV,MPEG-4/SD,1535.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Adoa TV,https://www.lyngsat.com/tvchannels/gh/Adoa-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11239,55006.0,GBC News,MPEG-4/SD,255.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,GBC News,https://www.lyngsat.com/tvchannels/gh/GBC-News.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11240,55007.0,Paradise TV (Ghana),MPEG-4/SD,2047.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Paradise TV (Ghana),https://www.lyngsat.com/tvchannels/gh/Paradise-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11241,55008.0,Citi TV,MPEG-4/SD,2303.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Citi TV,https://www.lyngsat.com/tvchannels/gh/Citi-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11242,55010.0,Super A1 TV,MPEG-4/SD,2815.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Super A1 TV,https://www.lyngsat.com/tvchannels/gh/Super-A1-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11243,55011.0,Fly TV,MPEG-4/SD,3071.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Fly TV,https://www.lyngsat.com/tvchannels/gh/Fly-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11244,55012.0,Hot GH TV,MPEG-4/SD,3327.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Hot GH TV,https://www.lyngsat.com/tvchannels/gh/Hot-GH-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11245,55013.0,Philico TV,MPEG-4/SD,3583.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Philico TV,https://www.lyngsat.com/tvchannels/gh/Philico-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11246,55014.0,Prophet 1 TV,MPEG-4/SD,3839.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Prophet 1 TV,https://www.lyngsat.com/tvchannels/gh/Prophet-1-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11247,55015.0,Metro TV (Ghana),MPEG-4/SD,4095.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Metro TV (Ghana),https://www.lyngsat.com/tvchannels/gh/Metro-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11248,55016.0,NTV (Ghana),MPEG-4/SD,4351.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,NTV (Ghana),https://www.lyngsat.com/tvchannels/gh/NTV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11249,55017.0,Wesleyan TV,MPEG-4/SD,4607.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Wesleyan TV,https://www.lyngsat.com/tvchannels/gh/Wesleyan-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11250,55018.0,Sagani TV,MPEG-4/SD,4863.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Sagani TV,https://www.lyngsat.com/tvchannels/gh/Sagani-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11251,55019.0,Amen TV (Ghana),MPEG-4/SD,5119.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Amen TV (Ghana),https://www.lyngsat.com/tvchannels/gh/Amen-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11252,55020.0,Hill TV,MPEG-4/SD,5375.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Hill TV,https://www.lyngsat.com/tvchannels/gh/Hill-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11253,55021.0,Jericho TV,MPEG-4/SD,5631.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Jericho TV,https://www.lyngsat.com/tvchannels/gh/Jericho-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11254,55022.0,Kiss TV (Ghana),MPEG-4/SD,5887.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Kiss TV (Ghana),https://www.lyngsat.com/tvchannels/gh/Kiss-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11255,55023.0,Ogyaba TV,MPEG-4/SD,6143.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Ogyaba TV,https://www.lyngsat.com/tvchannels/gh/Ogyaba-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11256,55024.0,Thunder TV,MPEG-4/SD,6399.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Thunder TV,https://www.lyngsat.com/tvchannels/gh/Thunder-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11257,55026.0,Power TV,MPEG-4/SD,6911.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Power TV,https://www.lyngsat.com/tvchannels/gh/Power-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11258,55027.0,Wontumi TV,MPEG-4/SD,7167.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,Wontumi TV,https://www.lyngsat.com/tvchannels/gh/Wontumi-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11259,55028.0,AgyaPa TV,MPEG-4/SD,7423.0,DVB-S2,30000,5/6,11595 V,tp 520,0.0,,,AgyaPa TV,https://www.lyngsat.com/tvchannels/gh/AgyaPa-TV.html,False,WAP,Eng,gh,,Astra-2F,,,,,,,,
11265,55401.0,Channels TV,MPEG-4/SD,287.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,Channels TV,https://www.lyngsat.com/tvchannels/ng/Channels-TV.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11266,55403.0,Liberty TV (Nigeria),MPEG-4/SD,351.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,Liberty TV (Nigeria),https://www.lyngsat.com/tvchannels/ng/Liberty-TV.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11267,55404.0,NTA Sports 24,MPEG-4/SD,383.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,NTA Sports 24,https://www.lyngsat.com/tvchannels/ng/NTA-Sports-24.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11268,55406.0,NTA News 24,MPEG-4/SD,447.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,NTA News 24,https://www.lyngsat.com/tvchannels/ng/NTA-News-24.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11269,55407.0,TVC News,MPEG-4/SD,479.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,TVC News,https://www.lyngsat.com/tvchannels/ng/TVC-News.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11270,55408.0,GET TV,MPEG-4/SD,511.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,GET TV,https://www.lyngsat.com/tvchannels/ng/GET-TV.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11271,55409.0,Galaxy TV,MPEG-4/SD,543.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,Galaxy TV,https://www.lyngsat.com/tvchannels/ng/Galaxy-TV.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11272,55410.0,CNBC Africa,MPEG-4/SD,575.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,CNBC Africa,https://www.lyngsat.com/tvchannels/us/CNBC-Africa.html,False,WAP,Eng,us,,Astra-2F,,,,,,,,
11273,55411.0,African Movie Net,MPEG-4/SD,607.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,African Movie Net,https://www.lyngsat.com/tvchannels/ng/African-Movie-Net.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11274,55412.0,1 Music,MPEG-4/SD,639.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,1 Music,https://www.lyngsat.com/tvchannels/ng/1-Music.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11275,55413.0,Kennis Music Channel,MPEG-4/SD,671.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,Kennis Music Channel,https://www.lyngsat.com/tvchannels/ng/Kennis-Music-Channel.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11276,55414.0,Brekete Family TV,MPEG-4/SD,703.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,Brekete Family TV,https://www.lyngsat.com/tvchannels/ng/Brekete-Family-TV.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11277,55415.0,AfroSport TV,MPEG-4/SD,735.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,AfroSport TV,https://www.lyngsat.com/tvchannels/ng/AfroSport-TV.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11278,55416.0,Wazobia TV,MPEG-4/SD,767.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,Wazobia TV,https://www.lyngsat.com/tvchannels/ng/Wazobia-TV.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11279,55417.0,Rave TV,MPEG-4/SD,799.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,Rave TV,https://www.lyngsat.com/tvchannels/ng/Rave-TV.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11280,55418.0,Nolly Africa,MPEG-4/SD,831.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,Nolly Africa,https://www.lyngsat.com/tvchannels/uk/Nolly-Africa.html,False,WAP,Eng,uk,,Astra-2F,,,,,,,,
11281,55419.0,Awa TV,MPEG-4/SD,863.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,Awa TV,https://www.lyngsat.com/tvchannels/ng/Awa-TV.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11282,55420.0,TVC (Nigeria),MPEG-4/SD,895.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,TVC (Nigeria),https://www.lyngsat.com/tvchannels/ng/TVC.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11283,55421.0,Correct TV,MPEG-4/SD,927.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,Correct TV,https://www.lyngsat.com/tvchannels/ng/Correct-TV.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11284,55423.0,AIT International,MPEG-4/SD,991.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,AIT International,https://www.lyngsat.com/tvchannels/ng/AIT-International.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11285,55428.0,NTA Parliament,MPEG-4/SD,,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,NTA Parliament,https://www.lyngsat.com/tvchannels/ng/NTA-Parliament.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11286,55429.0,Wap TV,MPEG-4/SD,1183.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,Wap TV,https://www.lyngsat.com/tvchannels/ng/Wap-TV.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11287,55430.0,Our Sports,MPEG-4/SD,1215.0,DVB-S2,30000,5/6,11635 H,tp 521,0.0,"Verimatrix (B),Nagravision",,Our Sports,https://www.lyngsat.com/tvchannels/ng/Our-Sports.html,False,WAP,Eng,ng,,Astra-2F,,,,,,,,
11291,55600.0,Shelter TV,MPEG-4/SD,255.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Shelter TV,https://www.lyngsat.com/tvchannels/gh/Shelter-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11292,55601.0,United TV,MPEG-4/SD,287.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,United TV,https://www.lyngsat.com/tvchannels/gh/United-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11293,55602.0,Maranatha TV,MPEG-4/SD,319.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Maranatha TV,https://www.lyngsat.com/tvchannels/gh/Maranatha-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11294,55603.0,Henne's TV,MPEG-4/SD,351.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Henne's TV,https://www.lyngsat.com/tvchannels/gh/Hennes-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11295,55604.0,Asomafo TV,MPEG-4/SD,383.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Asomafo TV,https://www.lyngsat.com/tvchannels/gh/Asomafo-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11296,55605.0,Nazareth TV,MPEG-4/SD,415.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Nazareth TV,https://www.lyngsat.com/tvchannels/gh/Nazareth-TV.html,False,SES,Ewe,gh,,Astra-2F,,,,,,,,
11297,55606.0,Passion TV,MPEG-4/SD,7135.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Passion TV,https://www.lyngsat.com/tvchannels/gh/Passion-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11298,55607.0,Akasanoma TV,MPEG-4/SD,479.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Akasanoma TV,https://www.lyngsat.com/tvchannels/gh/Akasanoma-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11299,55608.0,Starr TV,MPEG-4/SD,511.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Starr TV,https://www.lyngsat.com/tvchannels/gh/Starr-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11300,55609.0,CACI TV,MPEG-4/SD,543.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,CACI TV,https://www.lyngsat.com/tvchannels/gh/CACI-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11301,55610.0,7DS GHTV,MPEG-4/SD,575.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,7DS GHTV,https://www.lyngsat.com/tvchannels/gh/7DS-GHTV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11302,55611.0,Love Revolution TV,MPEG-4/SD,607.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Love Revolution TV,https://www.lyngsat.com/tvchannels/gh/Love-Revolution-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11303,55612.0,Health TV,MPEG-4/SD,2163.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Health TV,https://www.lyngsat.com/tvchannels/--/Health-TV.html,False,SES,Eng,--,,Astra-2F,,,,,,,,
11304,55614.0,Cosmopolitan TV,MPEG-4/SD,703.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Cosmopolitan TV,https://www.lyngsat.com/tvchannels/gh/Cosmopolitan-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11305,55615.0,OK TV,MPEG-4/SD,735.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,OK TV,https://www.lyngsat.com/tvchannels/gh/OK-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11306,55616.0,Trinity TV,MPEG-4/SD,767.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Trinity TV,https://www.lyngsat.com/tvchannels/gh/Trinity-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11307,55617.0,Adinkra TV,MPEG-4/SD,799.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Adinkra TV,https://www.lyngsat.com/tvchannels/gh/Adinkra-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11308,55618.0,BOC TV,MPEG-4/SD,831.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,BOC TV,https://www.lyngsat.com/tvchannels/gh/BOC-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11309,55619.0,Cash TV (Ghana),MPEG-4/SD,863.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Cash TV (Ghana),https://www.lyngsat.com/tvchannels/gh/Cash-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11310,55621.0,Big TV,MPEG-4/SD,927.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Big TV,https://www.lyngsat.com/tvchannels/gh/Big-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11311,55622.0,Second Chance TV,MPEG-4/SD,959.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Second Chance TV,https://www.lyngsat.com/tvchannels/gh/Second-Chance-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11312,55623.0,Boss TV,MPEG-4/SD,991.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Boss TV,https://www.lyngsat.com/tvchannels/gh/Boss-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11313,55624.0,Best TV (Ghana),MPEG-4/SD,1023.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Best TV (Ghana),https://www.lyngsat.com/tvchannels/gh/Best-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11314,55625.0,AB TV,MPEG-4/SD,1055.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,AB TV,https://www.lyngsat.com/tvchannels/gh/AB-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11315,55626.0,Akwasi Awua TV,MPEG-4/SD,1087.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Akwasi Awua TV,https://www.lyngsat.com/tvchannels/gh/Akwasi-Awua-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11316,55628.0,Megyefo TV,MPEG-4/SD,1151.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Megyefo TV,https://www.lyngsat.com/tvchannels/gh/Megyefo-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11317,55629.0,Mabesh TV,MPEG-4/SD,1183.0,DVB-S2,30000,5/6,11635 V,tp 522,0.0,,,Mabesh TV,https://www.lyngsat.com/tvchannels/gh/Mabesh-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11318,55101.0,LN247,MPEG-4/SD,511.0,DVB-S2,30000,5/6,11675 H,tp 523,0.0,,,LN247,https://www.lyngsat.com/tvchannels/ng/LN247.html,False,SES,Eng,ng,,Astra-2F,,,,,,,,
11319,55104.0,Tattase TV,MPEG-4/SD,1279.0,DVB-S2,30000,5/6,11675 H,tp 523,0.0,,,Tattase TV,https://www.lyngsat.com/tvchannels/ng/Tattase-TV.html,False,SES,Eng,ng,,Astra-2F,,,,,,,,
11320,55106.0,Loud Silence TV,MPEG-4/SD,1791.0,DVB-S2,30000,5/6,11675 H,tp 523,0.0,,,Loud Silence TV,https://www.lyngsat.com/tvchannels/us/Loud-Silence-TV.html,False,SES,Eng,us,,Astra-2F,,,,,,,,
11321,55107.0,SLBC TV,MPEG-4/SD,2047.0,DVB-S2,30000,5/6,11675 H,tp 523,0.0,,,SLBC TV,https://www.lyngsat.com/tvchannels/sl/SLBC-TV.html,False,SES,Eng,sl,,Astra-2F,,,,,,,,
11322,55900.0,HSM TV,MPEG-4/SD,255.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,HSM TV,https://www.lyngsat.com/tvchannels/gh/HSM-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11323,55901.0,Ororo TV,MPEG-4/SD,287.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Ororo TV,https://www.lyngsat.com/tvchannels/gh/Ororo-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11324,55902.0,Pemsan TV,MPEG-4/SD,319.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Pemsan TV,https://www.lyngsat.com/tvchannels/gh/Pemsan-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11325,55904.0,Unity TV (Ghana),MPEG-4/SD,383.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Unity TV (Ghana),https://www.lyngsat.com/tvchannels/gh/Unity-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11326,55905.0,Anigyie TV,MPEG-4/SD,415.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Anigyie TV,https://www.lyngsat.com/tvchannels/gh/Anigyie-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11327,55906.0,Dove TV (Ghana),MPEG-4/SD,447.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Dove TV (Ghana),https://www.lyngsat.com/tvchannels/gh/Dove-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11328,55907.0,Ogya One TV,MPEG-4/SD,479.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Ogya One TV,https://www.lyngsat.com/tvchannels/gh/Ogya-One-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11329,55908.0,Holy TV (Ghana),MPEG-4/SD,511.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Holy TV (Ghana),https://www.lyngsat.com/tvchannels/gh/Holy-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11330,55909.0,TAC TV,MPEG-4/SD,543.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,TAC TV,https://www.lyngsat.com/tvchannels/gh/TAC-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11331,55910.0,Sompa TV,MPEG-4/SD,575.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Sompa TV,https://www.lyngsat.com/tvchannels/gh/Sompa-TV.html,False,SES,,gh,,Astra-2F,,,,,,,,
11332,55911.0,Papabi TV,MPEG-4/SD,607.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Papabi TV,https://www.lyngsat.com/tvchannels/gh/Papabi-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11333,55913.0,Home TV (Ghana),MPEG-4/SD,671.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Home TV (Ghana),https://www.lyngsat.com/tvchannels/gh/Home-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11334,55915.0,Fast TV,MPEG-4/SD,735.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Fast TV,https://www.lyngsat.com/tvchannels/gh/Fast-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11335,55918.0,Promise TV,MPEG-4/SD,831.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Promise TV,https://www.lyngsat.com/tvchannels/gh/Promise-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11336,55921.0,Oyerepa TV,MPEG-4/SD,927.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Oyerepa TV,https://www.lyngsat.com/tvchannels/gh/Oyerepa-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
11337,55922.0,Ahwenepa TV,MPEG-4/SD,959.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,Ahwenepa TV,https://www.lyngsat.com/tvchannels/--/Ahwenepa-TV.html,False,SES,Eng,--,,Astra-2F,,,,,,,,
11338,55924.0,King Tom TV,MPEG-4/SD,1023.0,DVB-S2,30000,5/6,11675 V,tp 524,0.0,,,King Tom TV,https://www.lyngsat.com/tvchannels/gh/King-Tom-TV.html,False,SES,Eng,gh,,Astra-2F,,,,,,,,
