Provider/Channel,Sattelite_Name,freq_alt,encryption_alt
Lapacho Canal 11,Arsat-1,11590 V,
Lapacho Canal 11,Arsat-1,12112 V,
Canal 7 Chubut,Arsat-1,11590 V,
Canal 7 Chubut,Arsat-1,12062 V,
Doce TV,Arsat-1,11590 V,
Doce TV,Arsat-1,12086 V,
Canal 2,Arsat-1,11590 V,
Diputados TV,Arsat-1,11590 V,
Canal Nueve Santa Cruz,Arsat-1,11590 V,
Canal Nueve Santa Cruz,Arsat-1,12055 H,
Canal Nueve Santa Cruz,Arsat-1,12058 H,
TV Pública Fueguina,Arsat-1,11590 V,
TV Pública Fueguina,Arsat-1,12136 V,
El Destape TV,Arsat-1,11590 V,
El Destape TV,Arsat-1,11670 V,
Extra!,Arsat-1,11590 V,
LU14 Radio Provincia,Arsat-1,11590 V,
LU14 Radio Provincia,Arsat-1,12055 H,
LU14 Radio Provincia,Arsat-1,12058 H,
Radio Noticias,Arsat-1,11590 V,
Telediario TV,Arsat-1,11614 V,
Crónica TV,Arsat-1,11640 V,
Crónica TV,Arsat-1,11670 V,
CM,Arsat-1,11640 V,
CM Internacional,Arsat-1,11640 V,
Unife,Arsat-1,11670 V,
Unife,Arsat-1,11670 V,
Tec TV,Arsat-1,11670 V,
Encuentro,Arsat-1,11670 V,
Encuentro,Arsat-1,11670 V,
C5N,Arsat-1,11670 V,Irdeto
C5N,Arsat-1,12071 V,
LN+,Arsat-1,11670 V,Irdeto
Canal E,Arsat-1,11670 V,
Pakapaka,Arsat-1,11670 V,
Canal 26,Arsat-1,11670 V,Irdeto
France 24 Español,Arsat-1,11670 V,Irdeto
Telesur (Venezuela),Arsat-1,11670 V,
RT Español,Arsat-1,11670 V,Irdeto
IP Noticias,Arsat-1,11670 V,
TV Pública,Arsat-1,11670 V,
TV Pública,Arsat-1,11670 V,Irdeto
TV Pública,Arsat-1,11670 V,Irdeto
Aunar,Arsat-1,11670 V,
DeporTV,Arsat-1,11670 V,Irdeto
DeporTV,Arsat-1,11670 V,Irdeto
Construir TV,Arsat-1,11670 V,Irdeto
Radio Nacional Folklórica,Arsat-1,11670 V,
Nacional Rock,Arsat-1,11670 V,
Radio Nacional Clásica,Arsat-1,11670 V,
Radio Nacional AM 870,Arsat-1,11670 V,
Radio Nacional Argentina,Arsat-1,11670 V,
Canal 9 Link,Arsat-1,11900 V,
Radio Nordeste,Arsat-1,11900 V,
Santa Fe Canal,Arsat-1,12046 V,
Neuquén mux,Arsat-1,12050 V,
Telefe Neuquén,Arsat-1,12050 V,
RTN,Arsat-1,12050 V,
RTN Radio,Arsat-1,12050 V,
San Luis +,Arsat-1,12075 V,BISS
Somos Uno,Arsat-1,12081 V,
Norte Grande Federal,Arsat-1,12081 V,
LT17,Arsat-1,12086 V,
AZM TV Canal 9 de la Patagonia,Arsat-1,12090 V,
TV Pública Pampeana,Arsat-1,12097 V,
Canal 7 Jujuy,Arsat-1,12100 V,BISS
Canal 10 TV Río Negro,Arsat-1,12103 H,
96.9 FM Tropical,Arsat-1,12112 V,
Red,Arsat-1,12131 V,
TV Canal 9,Arsat-1,12187 V,
Misiones Cuatro,Arsat-1,12192 V,
Dish Network 101,Nimiq-5,12516 R,
Dish PPV Guide,Nimiq-5,12516 R,
CDTV,Hispasat-74W-1,12270 V,
CDTV,Hispasat-74W-1,12270 V,
TV Senado (Chile),Hispasat-74W-1,12270 V,
TV Senado (Chile),Hispasat-74W-1,12270 V,
El Conquistador FM,Hispasat-74W-1,12270 V,
El Conquistador FM Red Norte,Hispasat-74W-1,12270 V,
ADN 97.1,Hispasat-74W-1,12270 V,
ADN 97.1,Hispasat-74W-1,12350 V,
Los 40 Chile,Hispasat-74W-1,12270 V,
Los 40 Chile,Hispasat-74W-1,12350 V,
Corazón,Hispasat-74W-1,12270 V,
Futuro,Hispasat-74W-1,12270 V,
RadioActiva,Hispasat-74W-1,12270 V,
Concierto,Hispasat-74W-1,12270 V,
FM Dos,Hispasat-74W-1,12270 V,
Rock & Pop,Hispasat-74W-1,12270 V,
Radio Imagina,Hispasat-74W-1,12270 V,
Pudahuel FM,Hispasat-74W-1,12270 V,
Radio Beethoven,Hispasat-74W-1,12270 V,
Duna 89.7,Hispasat-74W-1,12270 V,
Radio Elquina,Hispasat-74W-1,12270 V,
Radio Puclaro,Hispasat-74W-1,12270 V,
Radio Agricultura,Hispasat-74W-1,12270 V,
Radio Pauta,Hispasat-74W-1,12270 V,
Telecanal,Hispasat-74W-1,12310 V,
Telecanal,Hispasat-74W-1,12310 V,
La Red,Hispasat-74W-1,12350 V,
FM O Dia,Star-One-C3,3723 H,
TV Oeste,Star-One-C3,3747 H,Irdeto
TV Oeste,Star-One-C3,3747 H,Irdeto
TV São Francisco,Star-One-C3,3747 H,Irdeto
TV São Francisco,Star-One-C3,3747 H,Irdeto
TV Sudoeste,Star-One-C3,3758 H,
TV Sudoeste,Star-One-C3,3758 H,
TV Santa Cruz,Star-One-C3,3758 H,
TV Santa Cruz,Star-One-C3,3758 H,
TV Subaé,Star-One-C3,3758 H,
TV Subaé,Star-One-C3,3758 H,
Bahia FM,Star-One-C3,3758 H,
CBN Salvador,Star-One-C3,3758 H,
GFM 90.1,Star-One-C3,3758 H,
Jangadeiro FM,Star-One-C3,3764 V,
Fonte TV,Star-One-C3,3767 H,
TV Vila Real,Star-One-C3,3770 V,
Gazeta FM,Star-One-C3,3770 V,
Vila Real FM,Star-One-C3,3770 V,
Cultura 90.7,Star-One-C3,3770 V,
TV Alterosa Leste,Star-One-C3,3787 V,
TV Alterosa Zona da Mata,Star-One-C3,3787 V,
TV Alterosa Centro-Oeste,Star-One-C3,3787 V,
TV Alterosa Interior,Star-One-C3,3787 V,
TV Cidade Verde Cuiabá,Star-One-C3,3794 H,
Baixada FM,Star-One-C3,3794 H,
TV Turfe,Star-One-C3,3798 H,
Jockey Club de São Paulo,Star-One-C3,3805 H,
Rede Serra Dourada,Star-One-C3,3815 H,
99.5 FM,Star-One-C3,3815 H,
Rede Serra Dourada São Simão,Star-One-C3,3815 H,
Rede Serra Dourada Itapaci,Star-One-C3,3815 H,
Canal Rural (Brazil),Star-One-C3,3820 V,
CineBrasil TV,Star-One-C3,3820 V,
CBN São Paulo,Star-One-C3,3820 V,
CBN São Paulo,Star-One-C3,4012 V,
TV Sergipe,Star-One-C3,3824 H,Irdeto
Curta!,Star-One-C3,3835 H,Xcrypt
Curta!,Star-One-C3,3840 H,PowerVu
Band Alternativo,Star-One-C3,3854 H,Conax
Band FM São Paulo,Star-One-C3,3854 H,
Band FM São Paulo,Star-One-C3,4120 H,
Rádio Bandeirantes AM,Star-One-C3,3854 H,
Rádio Bandeirantes AM,Star-One-C3,4120 H,
Play FM,Star-One-C3,3854 H,
Nativa FM São Paulo,Star-One-C3,3854 H,
Nativa FM São Paulo,Star-One-C3,4120 H,
Rádio Band News FM São Paulo,Star-One-C3,3854 H,
Rádio Band News FM São Paulo,Star-One-C3,4120 H,
Rede Nativa,Star-One-C3,3854 H,
Band FM,Star-One-C3,3854 H,
98.3 Gazeta FM,Star-One-C3,3854 V,
Gazeta FM 94.1,Star-One-C3,3854 V,
SBT Pará,Star-One-C3,3865 H,BISS
Super Rede Boa Vontade 1230 AM,Star-One-C3,3868 V,
TV Tribuna PE,Star-One-C3,3873 V,
Parecis FM 99,Star-One-C3,3876 V,
Maisnova FM,Star-One-C3,3887 H,
Tua Rádio,Star-One-C3,3887 H,
Inter TV Costa Branca,Star-One-C3,3905 H,Irdeto
Band Ceará,Star-One-C3,3912 H,
Band Ceará,Star-One-C3,4087 H,
TV Centro América Sinop,Star-One-C3,3927 H,Irdeto
TV Centro América Sinop,Star-One-C3,3927 H,
TV Centro América Rondonópolis,Star-One-C3,3927 H,Irdeto
TV Centro América Rondonópolis,Star-One-C3,3927 H,
TV Morena Ponta Porã,Star-One-C3,3927 H,Irdeto
TV Morena Ponta Porã,Star-One-C3,3927 H,
SESC TV,Star-One-C3,3932 V,
Aratu On,Star-One-C3,3943 V,
Rádio Aparecida,Star-One-C3,3954 V,
Pop 90.9 FM,Star-One-C3,3954 V,
SporTV,Star-One-C3,4012 V,PowerVu
SporTV 2,Star-One-C3,4012 V,PowerVu
SporTV 3,Star-One-C3,4012 V,PowerVu
Premiere FC 3,Star-One-C3,4012 V,PowerVu
Combate,Star-One-C3,4012 V,PowerVu
Viva,Star-One-C3,4012 V,PowerVu
Canal Brasil,Star-One-C3,4012 V,PowerVu
CBN Rio de Janeiro,Star-One-C3,4012 V,
CBN Brasilia,Star-One-C3,4012 V,
CBN Belo Horizonte,Star-One-C3,4012 V,
Rádio Globo Rio de Janeiro,Star-One-C3,4012 V,
BH FM,Star-One-C3,4012 V,
Rede Globo,Star-One-C3,4032 V,Verimatrix (B)
Rede Globo,Star-One-C3,4032 V,Irdeto
CCR FM,Star-One-C3,4045 V,
TV Canção Nova Rede,Star-One-C3,4062 V,
TV Canção Nova Rede,Star-One-C3,4062 V,
TV Canção Nova Internacional,Star-One-C3,4062 V,
TV Canção Nova Minas Gerais,Star-One-C3,4062 V,
TV Canção Nova Minas Gerais,Star-One-C3,4062 V,
TV Canção Nova Rio Grande do Sul,Star-One-C3,4062 V,
TV Canção Nova Rio Grande do Sul,Star-One-C3,4062 V,
TV Canção Nova Cachoeira Paulista,Star-One-C3,4062 V,
TV Canção Nova Cachoeira Paulista,Star-One-C3,4062 V,
Rádio Canção Nova São José dos Campos,Star-One-C3,4062 V,
Rádio América,Star-One-C3,4062 V,
Rádio Canção Nova Cachoeira Paulista 96.3,Star-One-C3,4062 V,
Rádio Canção Nova Cachoeira Paulista 89.1,Star-One-C3,4062 V,
Nativa FM 89.3,Star-One-C3,4083 H,BISS
Rádio Bandeirantes Campinas,Star-One-C3,4083 H,BISS
Big Brother Brasil 1,Star-One-C3,4091 V,PowerVu
Big Brother Brasil 2,Star-One-C3,4091 V,PowerVu
Mosaico Big Brother Brasil,Star-One-C3,4091 V,PowerVu
Band Sports,Star-One-C3,4120 H,Conax
Band Sports,Star-One-C3,4120 H,Conax
Arte 1,Star-One-C3,4120 H,Conax
Arte 1,Star-One-C3,4120 H,Conax
Band News,Star-One-C3,4120 H,Conax
Band News,Star-One-C3,4120 H,
Terraviva,Star-One-C3,4120 H,
New Brasil,Star-One-C3,4120 H,
Sexprivé,Star-One-C3,4120 H,Conax
Sabor & Arte,Star-One-C3,4120 H,Conax
Canal Empreender,Star-One-C3,4120 H,
Agro+,Star-One-C3,4120 H,Conax
Agro+,Star-One-C3,4120 H,Conax
Play FM (Brazil),Star-One-C3,4120 H,
Inter TV Grande Minas,Star-One-C3,4134 V,
Inter TV Grande Minas,Star-One-C3,4134 V,
Inter TV Vales de Minas Gerais,Star-One-C3,4134 V,
Inter TV Vales de Minas Gerais,Star-One-C3,4134 V,
Inter TV Serra+Mar,Star-One-C3,4134 V,
Inter TV Serra+Mar,Star-One-C3,4134 V,
Canal Educação Brasilia,Star-One-C3,4153 V,
TV Brasil,Star-One-C3,4153 V,
TV Brasil,Star-One-C3,4153 V,
Canal Libras,Star-One-C3,4153 V,
AMX Noticias,QuetzSat-1,12276 R,
AMX Noticias +1,QuetzSat-1,12276 R,
Radio Méxiquense 91.1 FM,QuetzSat-1,12276 R,
Radio Méxiquense 1600 AM,QuetzSat-1,12276 R,
Dishome promo,QuetzSat-1,12486 R,
Fox Sports 2 Argentina,Arsat-2,11559 H,
UCL,Arsat-2,11599 H,
Somos,Arsat-2,11639 H,
Radio Nacional Argentina,Arsat-2,11639 H,
Cadena 3,Arsat-2,11639 H,
INTV promo,Arsat-2,11679 H,
Mitre,Arsat-2,11679 H,
La 100,Arsat-2,11679 H,
América Paraguay,Arsat-2,11679 V,
TV Tapajós,Star-One-D1,3890 V,
94 FM (Santarém),Star-One-D1,3890 V,
TV Mirante Imperatriz,Star-One-D1,3908 H,
TV Mirante Imperatriz,Star-One-D1,3908 H,
TV Educação MA,Star-One-D1,3908 H,
TV Mirante Cocais,Star-One-D1,3908 H,
Mirante FM,Star-One-D1,3908 H,
Rede Clube,Star-One-D1,3918 H,
Rede Clube,Star-One-D1,3918 H,
Canal Educação Piauí,Star-One-D1,3918 H,
TV Alvorada,Star-One-D1,3918 H,
TV Encontro das Águas 2.2,Star-One-D1,3925 H,
TV Encontro das Águas 2.3,Star-One-D1,3925 H,
TV Encontro das Águas 2.4,Star-One-D1,3925 H,
Rádio Encontro das Águas,Star-One-D1,3925 H,
TV Iguaçu,Star-One-D1,3966 H,BISS
TV Iguaçu,Star-One-D1,3966 H,BISS
TV Cidade Londrina,Star-One-D1,3966 H,BISS
TV Cidade Londrina,Star-One-D1,3966 H,BISS
TV Tibagi,Star-One-D1,3966 H,BISS
TV Tibagi,Star-One-D1,3966 H,BISS
TV Naipi,Star-One-D1,3966 H,BISS
TV Naipi,Star-One-D1,3966 H,BISS
TV Guará,Star-One-D1,3966 H,BISS
TV Guará,Star-One-D1,3966 H,BISS
Massa FM,Star-One-D1,3966 H,
Massa FM Curitiba,Star-One-D1,3966 H,
Rádio Imaculada Conceição,Star-One-D1,4077 V,
NET promo,Star-One-D1,4140 V,BISS
NET promo,Star-One-D1,4140 V,BISS
L!ke,Star-One-D1,4140 V,BISS
Dog TV,Star-One-D1,4140 V,BISS
Copa do Nordeste 1,Star-One-D1,4140 V,BISS
TV Executiva,Star-One-D1,4140 V,BISS
Copa do Nordeste 2,Star-One-D1,4140 V,BISS
TV Sagres,Star-One-D1,4188 V,
Sirius XM Preview,XM-3,S,
(WWE feeds),SES-2,4100 V,
Point of View,SES-2,4177 H,
(Sinclair feeds),SES-2,11744 H,
(Sinclair feeds),SES-2,11749 H,
(Sinclair feeds),SES-2,11754 H,
(CNN Newsource feeds),SES-2,11760 H,
(CNN Newsource feeds),SES-2,11960 H,
(LPB feeds),SES-2,11804 H,
LPB Kids,SES-2,11811 H,
LPB 3,SES-2,11811 H,
The Florida Channel,SES-2,12044 V,
(Unreliable Sources feeds),SES-2,12184 V,
RT Español,TKSat-1,3662 R,
RT Español,TKSat-1,11866 V,
Bolivia TV 7.1,TKSat-1,3680 R,
Bolivia TV 7.1,TKSat-1,3684 R,
Bolivia TV 7.1,TKSat-1,11560 V,
RTP,TKSat-1,11520 V,
RTP,TKSat-1,12544 R,
TVU,TKSat-1,11520 V,
Unitel Santa Cruz,TKSat-1,11520 V,
Unitel La Paz,TKSat-1,11560 V,
TV Culturas,TKSat-1,11560 V,
Radio Illimani,TKSat-1,11560 V,
Radio Disney Bolivia,TKSat-1,11560 V,
RPO's,TKSat-1,11560 V,
Entel TV HD,TKSat-1,11640 V,
Entel TV HD,TKSat-1,11640 V,
Red Uno,TKSat-1,11866 V,
Red Uno,TKSat-1,12544 R,
TV Off Travel,TKSat-1,11866 V,
ATB,TKSat-1,11866 V,
Seo TV,TKSat-1,11866 V,
Poder de Dios TV,TKSat-1,11866 V,
ABE TV Internacional,TKSat-1,11866 V,
Red AD Venir,TKSat-1,11866 V,
Radio Panamericana,TKSat-1,11866 V,
Radio Panamericana,TKSat-1,12544 R,
Jerusalem Radio,TKSat-1,11866 V,
Radio Sol,TKSat-1,11866 V,
Bolivia TV 7.2,TKSat-1,12544 R,
Red Uno Santa Cruz,TKSat-1,12544 R,
TL Estrella,TKSat-1,12544 R,
F10,TKSat-1,12544 R,
Canal 11 TVU,TKSat-1,12544 R,
Católica TV,TKSat-1,12544 R,
TVU Pando,TKSat-1,12544 R,
Fap TV,TKSat-1,12544 R,
Plus TLT,TKSat-1,12544 R,
TV Universitaria,TKSat-1,12544 R,
Palenque TV,TKSat-1,12544 R,
Cadena Sur,TKSat-1,12544 R,
Xto TV,TKSat-1,12544 R,
GogoPlay TV,TKSat-1,12544 R,
PAT,TKSat-1,12544 R,
Sitel,TKSat-1,12544 R,
TEP,TKSat-1,12544 R,
Agenda Minera TV,TKSat-1,12544 R,
Bethel TV Bolivia,TKSat-1,12544 R,
In TV (Bolivia),TKSat-1,12544 R,
Red América TV,TKSat-1,12544 R,
Gigavisión,TKSat-1,12544 R,
Bolivisión,TKSat-1,12544 R,
Cadena A,TKSat-1,12544 R,
DTV,TKSat-1,12544 R,
Abya Yala TV,TKSat-1,12544 R,
TV Nuevo Tiempo,TKSat-1,12544 R,
FM Bolivia TV,TKSat-1,12544 R,
ABE Educativo,TKSat-1,12544 R,
Radio Éxito,TKSat-1,12544 R,
Radio Betania,TKSat-1,12544 R,
Bethel Cochabamba,TKSat-1,12544 R,
Radio San Gabriel,TKSat-1,12544 R,
Bethel Bolivia,TKSat-1,12544 R,
Radio Santa Cruz,TKSat-1,12544 R,
Radio Recobro,TKSat-1,12544 R,
Radio Kawsachun Coca,TKSat-1,12544 R,
Radio Red ACLO Chuquisaca FM,TKSat-1,12544 R,
Radio Pio XII Cochabamba,TKSat-1,12544 R,
RTM Bolivia,TKSat-1,12544 R,
Radio Red ACLO Tarija FM,TKSat-1,12544 R,
Radio Fides,TKSat-1,12544 R,
Radio Kollasuyo,TKSat-1,12544 R,
Radio Cepra Cochabamba,TKSat-1,12544 R,
Radio Cepra La Paz,TKSat-1,12544 R,
Radio Erbol,TKSat-1,12544 R,
Radio Plutón,TKSat-1,12544 R,
ATB Radio,TKSat-1,12544 R,
RQP Bolivia,TKSat-1,12544 R,
Radio Kantuta,TKSat-1,12544 R,
Radio Altiplano,TKSat-1,12544 R,
Radio Solidaria RKM,TKSat-1,12544 R,
Radio Wiñay Jhata,TKSat-1,12544 R,
MASN Baltimore,Galaxy-32,4010 H,PowerVu
MASN Washington,Galaxy-32,4010 H,PowerVu
MASN 2 Baltimore,Galaxy-32,4010 H,PowerVu
MASN 2 Washington,Galaxy-32,4010 H,PowerVu
Fox News Channel,Galaxy-32,4020 V,Irdeto
FS1,Galaxy-32,4020 V,Irdeto
FS2,Galaxy-32,4020 V,Irdeto
Fox Business,Galaxy-32,4020 V,Irdeto
Fox Deportes,Galaxy-32,4020 V,Irdeto
FS1 Alternate,Galaxy-32,4020 V,Irdeto
(Fox Business feeds),Galaxy-32,4020 V,Irdeto
Fox Sports Racing,Galaxy-32,4020 V,Irdeto
Root Sports Northwest,Galaxy-32,4030 H,Nagravision
Root Sports Northwest Alternate,Galaxy-32,4030 H,Nagravision
AT&T SportsNet Southwest,Galaxy-32,4030 H,
AT&T SportsNet Southwest Alternate,Galaxy-32,4030 H,
Root Sports Northwest Plus,Galaxy-32,4030 H,Nagravision
NHL Network Alternate,Galaxy-32,4051 V,PowerVu
Jewelry TV,Galaxy-32,4062 V,
The Word Network,Galaxy-32,4066 H,
BYU TV,Galaxy-32,4068 V,
BYU Radio,Galaxy-32,4068 V,
SBN Domestic,Galaxy-32,4074 V,
The CW Plus East,Galaxy-32,4084 H,Verimatrix
The CW Plus Central,Galaxy-32,4084 H,Verimatrix
The CW Plus Mountain,Galaxy-32,4084 H,Verimatrix
The CW Plus Pacific,Galaxy-32,4084 H,Verimatrix
The CW,Galaxy-32,4084 H,
(Fox feeds),Galaxy-32,4100 V,
Gem Shopping Network,Galaxy-32,4142 V,Digicipher
Gem Shopping Network,Galaxy-32,4142 V,Digicipher
FanDuel Racing,Galaxy-32,4142 V,Digicipher
FanDuel TV,Galaxy-32,4142 V,Digicipher
FanDuel TV,Galaxy-32,4142 V,Digicipher
KLUZ-TV (Univisión - Albuquerque),Galaxy-32,4156 V,
Altitude Sports,Galaxy-32,4160 H,PowerVu
Altitude 2,Galaxy-32,4160 H,PowerVu
World Fishing Network,Galaxy-32,4160 H,PowerVu
Outdoor Channel,Galaxy-32,4160 H,PowerVu
Sportsman Channel,Galaxy-32,4160 H,PowerVu
Free Previews Info Channel,Nimiq-6,12559 L,
Uniprix,Nimiq-6,12632 R,
The CW,Galaxy-35,4109 H,
(CBS feeds),Galaxy-35,4140 H,
(Azteca feeds),Galaxy-3C,12110 H,
Once México,Galaxy-3C,12121 H,
Imagen TV,Galaxy-19,3809 H,
Excélsior TV,Galaxy-19,3809 H,
TV Tabasqueña,Galaxy-19,3861 H,
Imagen Informativa,Galaxy-19,3913 H,
The CW,Galaxy-19,4009 V,
CBC Toronto,Galaxy-19,4032 H,PowerVu
Ici Radio Canada Télé Montréal,Galaxy-19,4032 H,PowerVu
Télé-Québec,Galaxy-19,4032 H,PowerVu
(Warner Bros feeds),Galaxy-19,4064 H,
(CBS feeds),Galaxy-19,4080 V,
(ABC feeds),Galaxy-19,4120 V,
Las Estrellas México,Galaxy-19,4140 H,Director
Canal 5,Galaxy-19,4140 H,Director
Nu9ve,Galaxy-19,4140 H,Director
Las Estrellas México +1,Galaxy-19,4140 H,Director
Las Estrellas México +2,Galaxy-19,4140 H,Director
Canal 5 +1,Galaxy-19,4140 H,Director
Canal 5 +2,Galaxy-19,4140 H,Director
Nu9ve +1,Galaxy-19,4140 H,Director
Nu9ve +2,Galaxy-19,4140 H,Director
Foro TV (Mexico),Galaxy-19,4140 H,Director
Hope Channel North America,Galaxy-19,11842 H,
Daystar TV,Galaxy-19,11842 H,
The Word Network,Galaxy-19,11842 H,
Duna World (Sun 22-Sat 14 & Sat 22-Sun 14),Galaxy-19,11842 H,
M4 Sport + (Sat-Sun 14-22),Galaxy-19,11842 H,
LLBN His Word,Galaxy-19,11842 H,
Esperanza TV,Galaxy-19,11842 H,
TVGE Internacional,Galaxy-19,11842 H,
TVR International,Galaxy-19,11842 H,
Quo Vadis TV,Galaxy-19,11842 H,
CityLife Radio,Galaxy-19,11842 H,
KNLB,Galaxy-19,11842 H,
Duna World Rádió,Galaxy-19,11842 H,
The Overcomer,Galaxy-19,11842 H,
Radio Libertad,Galaxy-19,11842 H,
LifeTalk Radio,Galaxy-19,11842 H,
LifeTalk Translator,Galaxy-19,11842 H,
Al Rabiaa TV,Galaxy-19,11966 H,
Al-Mohtadi HD,Galaxy-19,11966 H,
Jam Jam Global Network 2,Galaxy-19,11966 H,
Press TV,Galaxy-19,11966 H,
Hispan TV,Galaxy-19,11966 H,
IFilm English,Galaxy-19,11966 H,
Channel 8,Galaxy-19,11966 H,
(Texas Lottery feeds),Galaxy-19,11993 H,
TRT Türk,Galaxy-19,12028 H,
Supreme Master TV,Galaxy-19,12028 H,
Bayyinat TV,Galaxy-19,12028 H,
BogBlag TV,Galaxy-19,12028 H,
Victory Channel (USA),Galaxy-19,12028 H,
Silk Way,Galaxy-19,12028 H,
Kentron TV International,Galaxy-19,12028 H,
TV TRWAM,Galaxy-19,12028 H,
Angel TV America,Galaxy-19,12028 H,
AssyriaSat,Galaxy-19,12028 H,
Rûdaw,Galaxy-19,12028 H,
CTN (USA),Galaxy-19,12028 H,
3ABN English,Galaxy-19,12028 H,
Amazing Facts TV,Galaxy-19,12028 H,
Amazing Discoveries TV,Galaxy-19,12028 H,
Firstlight,Galaxy-19,12028 H,
CJTL Radio,Galaxy-19,12028 H,
Faith Radio,Galaxy-19,12028 H,
3ABN Radio Music Channel,Galaxy-19,12028 H,
3ABN Radio Network,Galaxy-19,12028 H,
Radio 74 Internationale,Galaxy-19,12028 H,
3ABN Radio Latino,Galaxy-19,12028 H,
Radio Maryja,Galaxy-19,12028 H,
Global Mall TV,Galaxy-19,12053 V,
IBC TV,Galaxy-19,12053 V,
TBN USA,Galaxy-19,12053 V,
TBN Inspire USA,Galaxy-19,12053 V,
Smile TV,Galaxy-19,12053 V,
Positiv,Galaxy-19,12053 V,
Al Maghribia,Galaxy-19,12053 V,
2M Monde,Galaxy-19,12053 V,
Tele Congo,Galaxy-19,12053 V,
Armenia 1 TV Satellite,Galaxy-19,12053 V,
WWCR,Galaxy-19,12053 V,
Radio Congo,Galaxy-19,12053 V,
CCTV 4 America,Galaxy-19,12084 V,
CGTN,Galaxy-19,12084 V,
CGTN Français,Galaxy-19,12084 V,
CGTN Español,Galaxy-19,12084 V,
CGTN Documentary,Galaxy-19,12084 V,
Palestine TV,Galaxy-19,12146 V,
Oman TV,Galaxy-19,12146 V,
Sudan TV,Galaxy-19,12146 V,
Ekhbariya TV,Galaxy-19,12146 V,
Sharjah TV,Galaxy-19,12146 V,
Canal Algérie 2,Galaxy-19,12146 V,
Jordan TV,Galaxy-19,12146 V,
SSBC TV,Galaxy-19,12146 V,
KTV 1,Galaxy-19,12146 V,
KTV Al Qurain,Galaxy-19,12146 V,
Riyadh Radio,Galaxy-19,12146 V,
Quran Radio (Saudi Arabia),Galaxy-19,12146 V,
SSBC Radio,Galaxy-19,12146 V,
Sharjah Radio,Galaxy-19,12146 V,
Alwatania TV,Galaxy-19,12152 H,
Quran TV (Saudi Arabia),Galaxy-19,12152 H,
Sunna TV (Saudi Arabia),Galaxy-19,12152 H,
Saudi TV,Galaxy-19,12152 H,
RTP Internacional América,Galaxy-19,12152 H,
Jeddah Radio,Galaxy-19,12152 H,
Saudia Radio,Galaxy-19,12152 H,
RDP Internacional,Galaxy-19,12152 H,
Hwazan Satellite TV,Galaxy-19,12177 V,
RTS 1 (Senegal),Galaxy-19,12177 V,
Al Mayadeen TV,Galaxy-19,12177 V,
Muslim Network TV,Galaxy-19,12177 V,
Yemen TV,Galaxy-19,12177 V,
Guide US TV,Galaxy-19,12177 V,
EEE Network,Galaxy-19,12177 V,
Good Idea TV,Galaxy-19,12177 V,
Iran e Aryaee TV,Galaxy-19,12177 V,
NAT TV,Galaxy-19,12177 V,
Impact TV Network (USA),Galaxy-19,12177 V,
Parole di Vita,Galaxy-19,12177 V,
Al-Sirat TV,Galaxy-19,12177 V,
Bethel TV (Peru),Galaxy-19,12177 V,
Global Star 3,Galaxy-19,12177 V,
Radio Sana'a,Galaxy-19,12177 V,
WRN English North America,Galaxy-19,12177 V,
Radio Mega,Galaxy-19,12177 V,
Republic Broadcasting Network,Galaxy-19,12177 V,
Al Kass Two,Galaxy-19,12184 H,
Qatar TV,Galaxy-19,12184 H,
MTA 8 America,Galaxy-19,12184 H,
MTA 8 America +3,Galaxy-19,12184 H,
MTA 3 Al-Arabia,Galaxy-19,12184 H,
Wedo Big Stories,Galaxy-19,12184 H,
CV Shopping,Galaxy-16,3855 V,
Las Estrellas México,Galaxy-16,3866 V,PowerVu
Las Estrellas México,Galaxy-16,3940 V,Director
Canal 5 (Mexico City),Galaxy-16,3866 V,PowerVu
Canal 5 (Mexico City),Galaxy-16,3940 V,Director
Nu9ve,Galaxy-16,3866 V,PowerVu
Nu9ve,Galaxy-16,3940 V,Director
Foro TV (Mexico),Galaxy-16,3866 V,PowerVu
Foro TV (Mexico),Galaxy-16,3940 V,Director
(Televisa feeds),Galaxy-16,3928 H,
Las Estrellas México +1,Galaxy-16,3940 V,Director
Las Estrellas México +2,Galaxy-16,3940 V,Director
Canal 5 +1,Galaxy-16,3940 V,Director
Canal 5 +2,Galaxy-16,3940 V,Director
Nu9ve +1,Galaxy-16,3940 V,Director
Nu9ve +2,Galaxy-16,3940 V,Director
(Roberts Communications Network feeds),Galaxy-16,4007 V,
(Roberts Communications Network feeds),Galaxy-16,4022 V,
(Roberts Communications Network feeds),Galaxy-16,4060 V,
Gem Shopping Network,Galaxy-16,4037 V,
Family Entertainment TV,Galaxy-16,4040 H,
Family Entertainment TV,Galaxy-16,4040 H,
WHME-TV (South Bend),Galaxy-16,4040 H,
World Harvest TV,Galaxy-16,4040 H,
KWHE-TV (Honolulu),Galaxy-16,4040 H,
Family Movie Classics,Galaxy-16,4040 H,
Family Movie Classics,Galaxy-16,4040 H,
Angel 1,Galaxy-16,4040 H,
Angel 2,Galaxy-16,4040 H,
Angel 3,Galaxy-16,4040 H,
Angel 4,Galaxy-16,4040 H,
Angel 5,Galaxy-16,4040 H,
Angel 6,Galaxy-16,4040 H,
T8WH,Galaxy-16,4040 H,
Pulse FM,Galaxy-16,4040 H,
(Fox feeds),Galaxy-16,4080 H,
(Fox feeds),Galaxy-16,11851 H,
