Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
11728 Htp SF14KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-32,,6.6,Irdeto,Anonymous230830,DVB-S2,30000,2/3,11728 H,tp SF14K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11728 Htp SF14KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-32,,6.6,Irdeto,Anonymous230830,DVB-S2,30000,2/3,11728 H,tp SF14K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11728 Htp SF14KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-32,,6.6,Irdeto,Anonymous230830,DVB-S2,30000,2/3,11728 H,tp SF14K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11728 Htp SF14KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-32,,6.6,Irdeto,Anonymous230830,DVB-S2,30000,2/3,11728 H,tp SF14K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11728 Htp SF14KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-32,,6.6,Irdeto,Anonymous230830,DVB-S2,30000,2/3,11728 H,tp SF14K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11728 Htp SF14KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-32,,6.6,Irdeto,Anonymous230830,DVB-S2,30000,2/3,11728 H,tp SF14K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11728 Htp SF14KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-32,,6.6,Irdeto,Anonymous230830,DVB-S2,30000,2/3,11728 H,tp SF14K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11728 Htp SF14KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-32,,6.6,Irdeto,Anonymous230830,DVB-S2,30000,2/3,11728 H,tp SF14K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11728 Htp SF14KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-32,,6.6,Irdeto,Anonymous230830,DVB-S2,30000,2/3,11728 H,tp SF14K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11728 Htp SF14KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-32,,6.6,Irdeto,Anonymous230830,DVB-S2,30000,2/3,11728 H,tp SF14K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11728 Htp SF14KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-32,,6.6,Irdeto,Anonymous230830,DVB-S2,30000,2/3,11728 H,tp SF14K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11728 Htp SF14KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-32,,6.6,Irdeto,Anonymous230830,DVB-S2,30000,2/3,11728 H,tp SF14K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Vtp SF15KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-27,,6.6,,Anonymous210812,DVB-S2,30000,2/3,11768 V,tp SF15K,,,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11768 Htp SF16KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-33,,6.6,Irdeto,Anonymous231001,DVB-S2,30000,2/3,11768 H,tp SF16K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11808 Vtp SF17KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-30,,6.6,Irdeto,Anonymous240401,DVB-S2,30000,2/3,11808 V,tp SF17K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11808 Vtp SF17KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-30,,6.6,Irdeto,Anonymous240401,DVB-S2,30000,2/3,11808 V,tp SF17K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11808 Vtp SF17KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-30,,6.6,Irdeto,Anonymous240401,DVB-S2,30000,2/3,11808 V,tp SF17K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11808 Vtp SF17KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-30,,6.6,Irdeto,Anonymous240401,DVB-S2,30000,2/3,11808 V,tp SF17K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11808 Vtp SF17KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-30,,6.6,Irdeto,Anonymous240401,DVB-S2,30000,2/3,11808 V,tp SF17K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11808 Vtp SF17KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-30,,6.6,Irdeto,Anonymous240401,DVB-S2,30000,2/3,11808 V,tp SF17K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11808 Vtp SF17KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-30,,6.6,Irdeto,Anonymous240401,DVB-S2,30000,2/3,11808 V,tp SF17K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11808 Vtp SF17KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-30,,6.6,Irdeto,Anonymous240401,DVB-S2,30000,2/3,11808 V,tp SF17K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11808 Vtp SF17KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-30,,6.6,Irdeto,Anonymous240401,DVB-S2,30000,2/3,11808 V,tp SF17K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11808 Vtp SF17KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-30,,6.6,Irdeto,Anonymous240401,DVB-S2,30000,2/3,11808 V,tp SF17K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
11808 Vtp SF17KSouth Africa,DVB-S28PSK300002/3,,DSTV South Africa,,6144-30,,6.6,Irdeto,Anonymous240401,DVB-S2,30000,2/3,11808 V,tp SF17K,,Irdeto,,DSTV South Africa,https://www.lyngsat.com/packages/DSTV-South-Africa.html,False,
