Provider/Channel,Sattelite_Name,freq_alt,encryption_alt
Canal + Family Polska,Hotbird 13G,11411 H,Viaccess
StudioMed TV,Hotbird 13G,11411 H,Conax
StudioMed TV,Hotbird 13G,11411 H,Nagravision
Teletoon + HD Polska,Hotbird 13G,11411 H,Conax
Teletoon + HD Polska,Hotbird 13G,11411 H,Irdeto
Teletoon + HD Polska,Hotbird 13G,11411 H,Nagravision
Teletoon + HD Polska,Hotbird 13G,11411 H,Viaccess
Planete + Polska,Hotbird 13G,11411 H,Conax
Planete + Polska,Hotbird 13G,11411 H,Irdeto
Planete + Polska,Hotbird 13G,11411 H,Nagravision
Planete + Polska,Hotbird 13G,11411 H,Viaccess
Canal + Kuchnia,Hotbird 13G,11411 H,Conax
Canal + Kuchnia,Hotbird 13G,11411 H,Irdeto
Canal + Kuchnia,Hotbird 13G,11411 H,Nagravision
Canal + Kuchnia,Hotbird 13G,11411 H,Viaccess
Ale Kino +,Hotbird 13G,11411 H,Conax
Ale Kino +,Hotbird 13G,11411 H,Irdeto
Ale Kino +,Hotbird 13G,11411 H,Nagravision
Ale Kino +,Hotbird 13G,11411 H,Viaccess
Canal + Seriale,Hotbird 13G,11411 H,Conax
Canal + Seriale,Hotbird 13G,11411 H,Nagravision
Canal + Seriale,Hotbird 13G,11411 H,Viaccess
TeenNick Polska,Hotbird 13G,11411 H,Conax
TeenNick Polska,Hotbird 13G,11411 H,Irdeto
TeenNick Polska,Hotbird 13G,11411 H,Nagravision
TeenNick Polska,Hotbird 13G,11411 H,Viaccess
RTBF La Trois,Hotbird 13G,11411 H,Nagravision
RTBF La Trois,Hotbird 13G,11411 H,Viaccess
RTL TVI,Hotbird 13G,11411 H,Nagravision
RTL TVI,Hotbird 13G,11411 H,Viaccess
RTBF La Une,Hotbird 13G,11411 H,Mediaguard
RTBF La Une,Hotbird 13G,11411 H,Nagravision
RTBF La Une,Hotbird 13G,11411 H,Viaccess
Tipik,Hotbird 13G,11411 H,Mediaguard
Tipik,Hotbird 13G,11411 H,Nagravision
Tipik,Hotbird 13G,11411 H,Viaccess
RTL Club,Hotbird 13G,11411 H,Mediaguard
RTL Club,Hotbird 13G,11411 H,Nagravision
RTL Club,Hotbird 13G,11411 H,Viaccess
RTL Plug,Hotbird 13G,11411 H,Mediaguard
RTL Plug,Hotbird 13G,11411 H,Nagravision
RTL Plug,Hotbird 13G,11411 H,Viaccess
Classic 21,Hotbird 13G,11411 H,Mediaguard
Classic 21,Hotbird 13G,11411 H,Nagravision
Classic 21,Hotbird 13G,11411 H,Viaccess
VivaCité Bruxelles,Hotbird 13G,11411 H,Mediaguard
VivaCité Bruxelles,Hotbird 13G,11411 H,Nagravision
VivaCité Bruxelles,Hotbird 13G,11411 H,Viaccess
Musiq3,Hotbird 13G,11411 H,Mediaguard
Musiq3,Hotbird 13G,11411 H,Nagravision
Musiq3,Hotbird 13G,11411 H,Viaccess
La Première,Hotbird 13G,11411 H,Mediaguard
La Première,Hotbird 13G,11411 H,Nagravision
La Première,Hotbird 13G,11411 H,Viaccess
Mint,Hotbird 13G,11411 H,Mediaguard
Mint,Hotbird 13G,11411 H,Nagravision
Mint,Hotbird 13G,11411 H,Viaccess
Bel RTL,Hotbird 13G,11411 H,Mediaguard
Bel RTL,Hotbird 13G,11411 H,Nagravision
Bel RTL,Hotbird 13G,11411 H,Viaccess
Radio Contact ,Hotbird 13G,11411 H,Mediaguard
Radio Contact ,Hotbird 13G,11411 H,Nagravision
Radio Contact ,Hotbird 13G,11411 H,Viaccess
Redlight HD,Hotbird 13G,11662 V,Conax
Redlight HD,Hotbird 13G,11662 V,Irdeto
Redlight HD,Hotbird 13G,11662 V,Mediaguard
Redlight HD,Hotbird 13G,11662 V,Nagravision
Redlight HD,Hotbird 13G,11662 V,Prowill
Redlight HD,Hotbird 13G,11662 V,RedCrypter
Redlight HD,Hotbird 13G,11662 V,Viaccess
Water Planet TV,Hotbird 13G,11662 V,Irdeto
Water Planet TV,Hotbird 13G,11662 V,Nagravision
Novela TV,Hotbird 13G,11662 V,Irdeto
Novela TV,Hotbird 13G,11662 V,Nagravision
Vivid Red,Hotbird 13G,11662 V,Conax
Vivid Red,Hotbird 13G,11662 V,Irdeto
Vivid Red,Hotbird 13G,11662 V,Nagravision
Vivid Red,Hotbird 13G,11662 V,Prowill
Vivid Red,Hotbird 13G,11662 V,RedCrypter
Vivid Red,Hotbird 13G,11662 V,Viaccess
Love Nature,Hotbird 13G,12380 V,Irdeto
Love Nature,Hotbird 13G,12380 V,Nagravision
Love Nature,Hotbird 13G,12380 V,Viaccess
Inultra,Hotbird 13G,12380 V,Conax
Inultra,Hotbird 13G,12380 V,Irdeto
Inultra,Hotbird 13G,12380 V,Nagravision
Inultra,Hotbird 13G,12380 V,Viaccess
BBC Brit Polska,Hotbird 13G,12476 H,Conax
BBC Brit Polska,Hotbird 13G,12476 H,Irdeto
BBC Brit Polska,Hotbird 13G,12476 H,Mediaguard
BBC Brit Polska,Hotbird 13G,12476 H,Nagravision
BBC Brit Polska,Hotbird 13G,12476 H,Viaccess
CBeebies Polska,Hotbird 13G,12476 H,Conax
CBeebies Polska,Hotbird 13G,12476 H,Irdeto
CBeebies Polska,Hotbird 13G,12476 H,Mediaguard
CBeebies Polska,Hotbird 13G,12476 H,Nagravision
CBeebies Polska,Hotbird 13G,12476 H,Viaccess
BBC Lifestyle Polska,Hotbird 13G,12476 H,Conax
BBC Lifestyle Polska,Hotbird 13G,12476 H,Irdeto
BBC Lifestyle Polska,Hotbird 13G,12476 H,Nagravision
BBC Lifestyle Polska,Hotbird 13G,12476 H,Viaccess
Equidia Pro 1,Hotbird 13G,12476 H,Viaccess
Equidia Pro 2,Hotbird 13G,12476 H,Viaccess
Congo-Kinshasa mux,Eutelsat 10B,3912 R,BISS 1
Antenne A TV,Eutelsat 10B,3912 R,BISS 1
Cinarc TV,Eutelsat 10B,3912 R,BISS 1
RTNC,Eutelsat 10B,3912 R,BISS 1
B-One TV,Eutelsat 10B,3912 R,BISS 1
Moliere TV,Eutelsat 10B,3912 R,BISS 1
Télé 50,Eutelsat 10B,3912 R,BISS 1
AFP TV,Eutelsat 10B,10771 H,BISS 1
BBC One,Eutelsat 10B,11221 V,Irdeto
CBBC ,Eutelsat 10B,11221 V,Irdeto
BBC Two ,Eutelsat 10B,11221 V,Irdeto
ITV 1 London,Eutelsat 10B,11221 V,Irdeto
BFBS Extra,Eutelsat 10B,11221 V,Irdeto
Sky Sports Main Event UK,Eutelsat 10B,11221 V,Irdeto
TNT Sports 1,Eutelsat 10B,11221 V,Irdeto
BFBS Sport,Eutelsat 10B,11221 V,Irdeto
Sky News UK,Eutelsat 10B,11221 V,Irdeto
Channel 4 London,Eutelsat 10B,11221 V,Irdeto
Channel 5 ,Eutelsat 10B,11221 V,Irdeto
BBC One Delay,Eutelsat 10B,11221 V,Irdeto
BBC Two Delay,Eutelsat 10B,11221 V,Irdeto
ITV 1 Delay,Eutelsat 10B,11221 V,Irdeto
BFBS Extra Delay,Eutelsat 10B,11221 V,Irdeto
Sky Cinema Delay,Eutelsat 10B,11221 V,Irdeto
NTV National,Eutelsat 10B,11221 V,Irdeto
BFBS Radio 2,Eutelsat 10B,11221 V,Irdeto
BFBS Brunei,Eutelsat 10B,11221 V,Irdeto
BBC World Service English,Eutelsat 10B,11221 V,Irdeto
TalkSport,Eutelsat 10B,11221 V,Irdeto
Museum TV International,Eutelsat 9B,11727 V,Conax
The Israeli Network,Eutelsat 9B,11727 V,Viaccess
MyZen TV,Eutelsat 9B,11727 V,Conax
Distrito Comedia,Eutelsat 9B,11759 V,Viaccess
Telehit Música,Eutelsat 9B,11759 V,Viaccess
TeleHit,Eutelsat 9B,11759 V,Viaccess
De Película Europa/Australia,Eutelsat 9B,11759 V,Viaccess
Las Estrellas Europa,Eutelsat 9B,11759 V,Viaccess
Tlnovelas Europa,Eutelsat 9B,11759 V,Viaccess
Sisal TV 1,Eutelsat 9B,11823 H,Xcrypt
Sisal TV 3,Eutelsat 9B,11823 H,Xcrypt
Sisal TV 4,Eutelsat 9B,11823 H,Xcrypt
Sisal TV 5,Eutelsat 9B,11823 H,Xcrypt
AMC Ukraine,Eutelsat 9B,11823 H,Viaccess
Travel Channel Europe,Eutelsat 9B,11881 V,Viaccess
HGTV Pan Regional,Eutelsat 9B,11881 V,Viaccess
TLC Balkan,Eutelsat 9B,11881 V,Viaccess
Discovery Channel Central Europe,Eutelsat 9B,11881 V,Viaccess
Animal Planet Europe,Eutelsat 9B,11881 V,Viaccess
Investigation Discovery Europe,Eutelsat 9B,11881 V,Viaccess
Discovery Science Europe,Eutelsat 9B,11881 V,Viaccess
Food Network EMEA,Eutelsat 9B,11881 V,Viaccess
TLC Pan Regional,Eutelsat 9B,11881 V,Viaccess
Trace Sport Stars,Eutelsat 9B,11900 H,Viaccess
Trace Urban,Eutelsat 9B,11900 H,Viaccess
JimJam Middle East,Eutelsat 9B,11900 H,Viaccess
JimJam Europe,Eutelsat 9B,11900 H,Viaccess
Rai Italia Africa,Eutelsat 9B,11900 H,Irdeto
TLC Hungary,Eutelsat 9B,11919 V,Viaccess
Discovery Channel Hungary,Eutelsat 9B,11919 V,Viaccess
Discovery Channel Türkiye,Eutelsat 9B,11919 V,Viaccess
Cartoonito Central & Eastern Europe,Eutelsat 9B,11919 V,Viaccess
Cartoon Network Central & Eastern Europe,Eutelsat 9B,11919 V,Viaccess
Cartoon Network Russia & South East Europe,Eutelsat 9B,11919 V,Viaccess
MCM Top,Eutelsat 9B,12034 V,Viaccess
BBC Entertainment Europe,Eutelsat 9B,12034 V,Irdeto
AEK Super League Pass,Eutelsat 9B,12054 H,Videoguard
Cosmote Sport 6,Eutelsat 9B,12054 H,Videoguard
Ant1,Eutelsat 9B,12054 H,Videoguard
Cosmote Sport 4,Eutelsat 9B,12054 H,Videoguard
One Channel,Eutelsat 9B,12054 H,Videoguard
National Geographic Wild Europe,Eutelsat 9B,12054 H,Videoguard
FashionTV Europe,Eutelsat 9B,12054 H,Videoguard
Ant1 Europe,Eutelsat 9B,12054 H,Viaccess
Baby TV Europe,Eutelsat 9B,12054 H,Videoguard
EuroNews Ellinika,Eutelsat 9B,12054 H,Videoguard
Cosmote Sport 7,Eutelsat 9B,12054 H,Videoguard
Makedonia TV,Eutelsat 9B,12054 H,Videoguard
Diva Romania,Eutelsat 9B,12092 H,Viaccess
Diva Balkans,Eutelsat 9B,12092 H,Viaccess
E! Europe,Eutelsat 9B,12092 H,Viaccess
Zona DAZN,Eutelsat 9B,12111 V,Nagravision
Zona DAZN,Eutelsat 9B,12111 V,Videoguard
Sky Sport Uno,Eutelsat 9B,12111 V,Nagravision
Sky Sport Uno,Eutelsat 9B,12111 V,Videoguard
Zona DAZN 2,Eutelsat 9B,12111 V,Nagravision
Zona DAZN 2,Eutelsat 9B,12111 V,Videoguard
Simay-Azadi Iran National TV,Eutelsat 7B,12633 H,BISS 1
Chinese mux,Eutelsat 7B,10762 H,VisionCrypt
CCTV 1,Eutelsat 7B,10762 H,VisionCrypt
CCTV 2,Eutelsat 7B,10762 H,VisionCrypt
CCTV 3,Eutelsat 7B,10762 H,VisionCrypt
CCTV 4 Asia,Eutelsat 7B,10762 H,VisionCrypt
CCTV 5,Eutelsat 7B,10762 H,VisionCrypt
CCTV 5+,Eutelsat 7B,10762 H,VisionCrypt
CCTV 8,Eutelsat 7B,10762 H,VisionCrypt
CCTV 7,Eutelsat 7B,10762 H,VisionCrypt
CCTV 13,Eutelsat 7B,10762 H,VisionCrypt
Beijing TV Kaku,Eutelsat 7B,10762 H,VisionCrypt
Beijing TV,Eutelsat 7B,10762 H,VisionCrypt
Dragon TV International,Eutelsat 7B,10762 H,VisionCrypt
Hunan TV International,Eutelsat 7B,10762 H,VisionCrypt
Jiangsu Satellite TV,Eutelsat 7B,10762 H,VisionCrypt
Zhejiang Satellite TV,Eutelsat 7B,10762 H,VisionCrypt
Anhui Satellite TV,Eutelsat 7B,10762 H,VisionCrypt
Liaoning TV,Eutelsat 7B,10762 H,VisionCrypt
MBC 1,Eutelsat 7B,11444 H,Cryptoworks
MBC 1,Eutelsat 7B,11444 H,Irdeto
MBC 2 ,Eutelsat 7B,11444 H,Cryptoworks
MBC 2 ,Eutelsat 7B,11444 H,Irdeto
Radio Maurice,Eutelsat 7B,11444 H,Cryptoworks
Radio Maurice,Eutelsat 7B,11444 H,Irdeto
Kool FM,Eutelsat 7B,11444 H,Cryptoworks
Kool FM,Eutelsat 7B,11444 H,Irdeto
Bloomberg TV Africa,Eutelsat 7B,12604 H,Nagravision
Bloomberg TV Africa,Eutelsat 7B,12604 H,Viaccess
Universal TV ,Eutelsat 7B,12604 H,Nagravision
Universal TV ,Eutelsat 7B,12604 H,Viaccess
Radio 2M,Eutelsat 7B,12604 H,BISS
Ladbrokes 1,Astra 4A,11727 H,PowerVu
Racing TVi,Astra 4A,11727 H,Irdeto
SIS Two,Astra 4A,11727 H,PowerVu
Betfred TV 1,Astra 4A,11727 H,Irdeto
Betfred TV 2,Astra 4A,11727 H,Irdeto
Betfred TV 3,Astra 4A,11727 H,Irdeto
English Club TV,Astra 4A,11747 V,Viaccess
English Club TV,Astra 4A,11747 V,Verimatrix
English Club TV,Astra 4A,12380 H,Viaccess
English Club TV,Astra 4A,12380 H,Verimatrix
Rada,Astra 4A,12073 H,BISS
TV Chile,Astra 4A,11996 H,Viaccess
Armiya TV,Astra 4A,12073 H,BISS
Sonce,Astra 4A,12073 H,BISS
My-Ukraina,Astra 4A,12073 H,BISS
Svitlo,Astra 4A,12073 H,BISS
Suspilne Kultura,Astra 4A,12073 H,BISS
Suspilne Kultura,Astra 4A,12437 V,BISS 1
Pershiy,Astra 4A,12073 H,BISS
MTN Special Events,Astra 4A,12226 H,PowerVu
MSNBC International,Astra 4A,12226 H,PowerVu
Fox News Channel,Astra 4A,12226 H,PowerVu
CNBC US,Astra 4A,12226 H,PowerVu
Sky News International,Astra 4A,12226 H,PowerVu
BBC News,Astra 4A,12226 H,PowerVu
Prime Journey,Astra 4A,12226 H,PowerVu
Sky Sports News UK,Astra 4A,12226 H,PowerVu
Sport 24,Astra 4A,12226 H,PowerVu
Prime One,Astra 4A,12226 H,PowerVu
Sport 24 Extra,Astra 4A,12226 H,PowerVu
RTL Deutschland,Astra 4A,12226 H,PowerVu
Sky News Australia,Astra 4A,12226 H,PowerVu
TFC Asia-Pacific,Astra 4A,12226 H,PowerVu
Prime Favorites,Astra 4A,12226 H,PowerVu
BBC HD,Astra 4A,12226 H,PowerVu
TVE Internacional Asia,Astra 4A,12226 H,PowerVu
Canal 24 Horas,Astra 4A,12226 H,PowerVu
Australian Comedy & Drama Channel,Astra 4A,12226 H,PowerVu
ABC News,Astra 4A,12226 H,PowerVu
Food Network East,Astra 4A,12226 H,PowerVu
HGTV East,Astra 4A,12226 H,PowerVu
Travel Channel East,Astra 4A,12226 H,PowerVu
France 24 Français,Astra 4A,12226 H,PowerVu
Mediaset Italia,Astra 4A,12226 H,PowerVu
Hunan TV,Astra 4A,12226 H,PowerVu
CCTV 6,Astra 4A,12226 H,PowerVu
CCTV Entertainment,Astra 4A,12226 H,PowerVu
CCTV 4 Europe,Astra 4A,12226 H,PowerVu
National Geographic UK,Astra 4A,12226 H,PowerVu
TV Rain,Astra 4A,12380 H,Viaccess
SIS Racing Service,Astra 4A,12418 H,PowerVu
Ladbrokes 3,Astra 4A,12418 H,PowerVu
William Hill TV,Astra 4A,12418 H,PowerVu
William Hill Two,Astra 4A,12418 H,PowerVu
SIS Euro Racing,Astra 4A,12418 H,PowerVu
Coral TV 1,Astra 4A,12418 H,PowerVu
Coral TV 2,Astra 4A,12418 H,PowerVu
Ladbrokes 2,Astra 4A,12418 H,PowerVu
SIS Racing Spanish Channel,Astra 4A,12418 H,PowerVu
Suspilne Sport,Astra 4A,12437 V,BISS 1
2M National,Eutelsat 3B,11655 H,BISS 1
2M Monde,Eutelsat 3B,11655 H,BISS 1
Alahad TV,Eutelsat 3B,11694 H,BISS 1
Viasat History HD,Thor 7,12169 H,Nagravision
Spektrum,Thor 7,12169 H,Nagravision
Cinemax Central Europe,Thor 7,12169 H,Nagravision
Cinemax 2 Central Europe,Thor 7,12169 H,Nagravision
Men TV,Thor 7,12169 H,Nagravision
Nova Action,Thor 7,12169 H,Conax
Nova Action,Thor 7,12169 H,Cryptoworks
Nova Action,Thor 7,12169 H,Irdeto
Nova Action,Thor 7,12169 H,Nagravision
Film Europe,Thor 7,12169 H,Nagravision
Nova Gold,Thor 7,12169 H,Conax
Nova Gold,Thor 7,12169 H,Cryptoworks
Nova Gold,Thor 7,12169 H,Irdeto
Nova Gold,Thor 7,12169 H,Nagravision
Disney Junior Romania & Bulgaria,Thor 7,12169 H,Nagravision
Nova Fun,Thor 7,12169 H,Conax
Nova Fun,Thor 7,12169 H,Cryptoworks
Nova Fun,Thor 7,12169 H,Irdeto
Nova Fun,Thor 7,12169 H,Nagravision
Dorcel TV,Thor 7,12169 H,Nagravision
TA 3,Thor 7,12169 H,Nagravision
Crime + Investigation UK,Thor 7,12169 H,Nagravision
Dusk,Thor 7,12169 H,Nagravision
Tuki TV,Thor 7,12169 H,Nagravision
Premier Sport 1,Thor 7,12169 H,Nagravision
Premier Sport 1,Thor 7,12245 H,Nagravision
FashionTV Europe,Thor 7,12169 H,Nagravision
Prima Krimi,Thor 7,12245 H,Nagravision
Markíza Krimi,Thor 7,12245 H,Nagravision
Krimi Barrandov,Thor 7,12245 H,Nagravision
Kino Barrandov,Thor 7,12245 H,Nagravision
HBO 2 Central Europe,Thor 7,12245 H,Nagravision
Folklorika,Thor 7,12245 H,Nagravision
Joj Svet,Thor 7,12245 H,Nagravision
DV TV Extra,Thor 7,12245 H,Nagravision
HBO 3 Central Europe,Thor 7,12245 H,Nagravision
Viasat Explore East,Thor 7,12245 H,Nagravision
Spark,Thor 7,12245 H,Nagravision
CT 24,Thor 7,12245 H,Conax
CT 24,Thor 7,12245 H,Cryptoworks
CT 24,Thor 7,12245 H,Irdeto
CT 24,Thor 7,12245 H,Nagravision
Strike TV,Thor 7,12245 H,Nagravision
Nova Sport 3,Thor 7,12245 H,Nagravision
Food Network EMEA,Thor 7,12245 H,Nagravision
Premier Sport 3,Thor 7,12245 H,Nagravision
TLC Pan Regional,Thor 7,12245 H,Nagravision
Telenor Sports 11,Thor 7,12322 H,Conax
Telenor Sports 12,Thor 7,12322 H,Conax
Telenor Sports 13,Thor 7,12322 H,Conax
Telenor Sports 14,Thor 7,12322 H,Conax
Telenor Sports 15,Thor 7,12322 H,Conax
History HD Europe,Thor 5,12015 H,Conax
History HD Europe,Thor 5,12015 H,Nagravision
History HD Europe,Thor 5,12015 H,Videoguard
History 2 Europe,Thor 5,12015 H,Conax
History 2 Europe,Thor 5,12015 H,Nagravision
History 2 Europe,Thor 5,12015 H,Videoguard
History Sverige,Thor 5,12015 H,Conax
History Sverige,Thor 5,12015 H,Nagravision
History Sverige,Thor 5,12015 H,Videoguard
BBC Nordic,Thor 5,12015 H,Conax
BBC Nordic,Thor 5,12015 H,Nagravision
BBC Nordic,Thor 5,12015 H,Videoguard
Animal Planet Europe,Thor 5,12015 H,Conax
Animal Planet Europe,Thor 5,12015 H,Nagravision
Animal Planet Europe,Thor 5,12015 H,Videoguard
TV 2 Sport,Thor 5,12015 H,Conax
TV 2 Sport,Thor 5,12015 H,Nagravision
TV 2 Sport,Thor 5,12015 H,Videoguard
Sorozatklub,Thor 5,12265 V,Conax
Sorozatklub,Thor 5,12265 V,Cryptoworks
Sorozatklub,Thor 5,12265 V,Irdeto
Sorozatklub,Thor 5,12265 V,Nagravision
Moziklub,Thor 5,12265 V,Conax
Moziklub,Thor 5,12265 V,Cryptoworks
Moziklub,Thor 5,12265 V,Irdeto
Moziklub,Thor 5,12265 V,Nagravision
TV 2 Klub,Thor 5,12265 V,Conax
TV 2 Klub,Thor 5,12265 V,Cryptoworks
TV 2 Klub,Thor 5,12265 V,Irdeto
TV 2 Klub,Thor 5,12265 V,Nagravision
Super TV 2,Thor 5,12265 V,Conax
Super TV 2,Thor 5,12265 V,Cryptoworks
Super TV 2,Thor 5,12265 V,Irdeto
Super TV 2,Thor 5,12265 V,Nagravision
National Geographic România,Thor 5,12265 V,Conax
National Geographic România,Thor 5,12265 V,Cryptoworks
National Geographic România,Thor 5,12265 V,Irdeto
National Geographic România,Thor 5,12265 V,Nagravision
Private TV,Thor 5,12265 V,Conax
Private TV,Thor 5,12265 V,Cryptoworks
Private TV,Thor 5,12265 V,Irdeto
Private TV,Thor 5,12265 V,Nagravision
Pro TV,Thor 5,12265 V,Conax
Pro TV,Thor 5,12265 V,Nagravision
FilmBox Basic,Thor 5,12265 V,Conax
FilmBox Basic,Thor 5,12265 V,Irdeto
FilmBox Basic,Thor 5,12265 V,Nagravision
Prime ,Thor 5,12265 V,Conax
Prime ,Thor 5,12265 V,Cryptoworks
Prime ,Thor 5,12265 V,Irdeto
Prime ,Thor 5,12265 V,Nagravision
Viasat 2,Thor 5,12265 V,Conax
Viasat 2,Thor 5,12265 V,Cryptoworks
Viasat 2,Thor 5,12265 V,Irdeto
Viasat 2,Thor 5,12265 V,Nagravision
Cinemax 2 Central Europe,Thor 5,12265 V,Conax
Cinemax 2 Central Europe,Thor 5,12265 V,Cryptoworks
Cinemax 2 Central Europe,Thor 5,12265 V,Irdeto
Cinemax 2 Central Europe,Thor 5,12265 V,Nagravision
Blue Hustler Europe ,Thor 5,12265 V,Conax
Blue Hustler Europe ,Thor 5,12265 V,Cryptoworks
Blue Hustler Europe ,Thor 5,12265 V,Irdeto
Blue Hustler Europe ,Thor 5,12265 V,Nagravision
Duna TV,Thor 5,12265 V,Conax
Duna TV,Thor 5,12265 V,Cryptoworks
Duna TV,Thor 5,12265 V,Irdeto
Duna TV,Thor 5,12265 V,Nagravision
Viasat Film,Thor 5,12265 V,Conax
Viasat Film,Thor 5,12265 V,Cryptoworks
Viasat Film,Thor 5,12265 V,Irdeto
Viasat Film,Thor 5,12265 V,Nagravision
Hustler TV Europe,Thor 5,12265 V,Conax
Hustler TV Europe,Thor 5,12265 V,Cryptoworks
Hustler TV Europe,Thor 5,12265 V,Irdeto
Hustler TV Europe,Thor 5,12265 V,Nagravision
Viasat Explore East,Thor 5,12265 V,Conax
Viasat Explore East,Thor 5,12265 V,Irdeto
Viasat Explore East,Thor 5,12265 V,Nagravision
AXN Central Europe,Thor 5,12265 V,Conax
AXN Central Europe,Thor 5,12265 V,Cryptoworks
AXN Central Europe,Thor 5,12265 V,Irdeto
AXN Central Europe,Thor 5,12265 V,Nagravision
TLC Pan Regional,Thor 5,12265 V,Nagravision
Stingray IConcerts,Thor 5,12265 V,Conax
Stingray IConcerts,Thor 5,12265 V,Cryptoworks
Stingray IConcerts,Thor 5,12265 V,Irdeto
Stingray IConcerts,Thor 5,12265 V,Nagravision
Arena 4,Thor 5,12265 V,Conax
Arena 4,Thor 5,12265 V,Cryptoworks
Arena 4,Thor 5,12265 V,Irdeto
Arena 4,Thor 5,12265 V,Nagravision
Cartoon Network Central & Eastern Europe,Thor 6,11919 V,Conax
Cartoon Network Central & Eastern Europe,Thor 6,11919 V,Cryptoworks
Cartoon Network Central & Eastern Europe,Thor 6,11919 V,Irdeto
Cartoon Network Central & Eastern Europe,Thor 6,11919 V,Nagravision
Cartoon Network Central & Eastern Europe,Thor 6,12380 V,Nagravision
TV 2 Séf,Thor 6,11919 V,Conax
TV 2 Séf,Thor 6,11919 V,Cryptoworks
TV 2 Séf,Thor 6,11919 V,Irdeto
TV 2 Séf,Thor 6,11919 V,Nagravision
National Geographic Hungary & Czechia,Thor 6,11919 V,Conax
National Geographic Hungary & Czechia,Thor 6,11919 V,Cryptoworks
National Geographic Hungary & Czechia,Thor 6,11919 V,Irdeto
National Geographic Hungary & Czechia,Thor 6,11919 V,Nagravision
National Geographic Hungary & Czechia,Thor 6,11977 H,Nagravision
National Geographic Hungary & Czechia,Thor 6,12092 H,Conax
National Geographic Hungary & Czechia,Thor 6,12092 H,Cryptoworks
National Geographic Hungary & Czechia,Thor 6,12092 H,Irdeto
National Geographic Hungary & Czechia,Thor 6,12092 H,Nagravision
AMC Magyarország,Thor 6,11919 V,Conax
AMC Magyarország,Thor 6,11919 V,Cryptoworks
AMC Magyarország,Thor 6,11919 V,Irdeto
AMC Magyarország,Thor 6,11919 V,Nagravision
Viasat History,Thor 6,11919 V,Conax
Viasat History,Thor 6,11919 V,Cryptoworks
Viasat History,Thor 6,11919 V,Irdeto
Viasat History,Thor 6,11919 V,Nagravision
Viasat History,Thor 6,11958 V,Conax
Viasat History,Thor 6,11958 V,Irdeto
Viasat History,Thor 6,11958 V,Nagravision
AMC Cesko,Thor 6,11919 V,Conax
AMC Cesko,Thor 6,11919 V,Cryptoworks
AMC Cesko,Thor 6,11919 V,Irdeto
AMC Cesko,Thor 6,12380 V,Nagravision
Viasat Explore East,Thor 6,11919 V,Conax
Viasat Explore East,Thor 6,11919 V,Cryptoworks
Viasat Explore East,Thor 6,11919 V,Irdeto
Viasat Explore East,Thor 6,11919 V,Nagravision
CBS Reality Europe,Thor 6,11919 V,Conax
CBS Reality Europe,Thor 6,11919 V,Irdeto
CBS Reality Europe,Thor 6,11919 V,Nagravision
Mozi +,Thor 6,11919 V,Conax
Mozi +,Thor 6,11919 V,Cryptoworks
Mozi +,Thor 6,11919 V,Irdeto
Mozi +,Thor 6,11919 V,Nagravision
Mozi +,Thor 6,12456 V,Nagravision
Stingray CMusic,Thor 6,11919 V,Conax
Stingray CMusic,Thor 6,11919 V,Cryptoworks
Stingray CMusic,Thor 6,11919 V,Irdeto
Stingray CMusic,Thor 6,11919 V,Nagravision
TV 4 ,Thor 6,11919 V,Conax
TV 4 ,Thor 6,11919 V,Cryptoworks
TV 4 ,Thor 6,11919 V,Irdeto
TV 4 ,Thor 6,11919 V,Nagravision
Dizi,Thor 6,11919 V,Conax
Dizi,Thor 6,11919 V,Cryptoworks
Dizi,Thor 6,11919 V,Irdeto
Dizi,Thor 6,11919 V,Nagravision
Disney Channel Romania,Thor 6,11919 V,Conax
Disney Channel Romania,Thor 6,11919 V,Nagravision
M5,Thor 6,11919 V,Conax
M5,Thor 6,11919 V,Cryptoworks
M5,Thor 6,11919 V,Irdeto
M5,Thor 6,11919 V,Nagravision
TV 2 Comedy,Thor 6,11919 V,Conax
TV 2 Comedy,Thor 6,11919 V,Cryptoworks
TV 2 Comedy,Thor 6,11919 V,Irdeto
TV 2 Comedy,Thor 6,11919 V,Nagravision
Zenebutik,Thor 6,11919 V,Conax
Zenebutik,Thor 6,11919 V,Cryptoworks
Zenebutik,Thor 6,11919 V,Irdeto
Zenebutik,Thor 6,11919 V,Nagravision
AXN Czech Republic,Thor 6,11919 V,Conax
AXN Czech Republic,Thor 6,11919 V,Cryptoworks
AXN Czech Republic,Thor 6,11919 V,Irdeto
TV 2 Kids,Thor 6,11919 V,Conax
TV 2 Kids,Thor 6,11919 V,Cryptoworks
TV 2 Kids,Thor 6,11919 V,Irdeto
TV 2 Kids,Thor 6,11919 V,Nagravision
Direct One TV ,Thor 6,11958 V,Conax
Direct One TV ,Thor 6,11958 V,Cryptoworks
Direct One TV ,Thor 6,11958 V,Irdeto
Direct One TV ,Thor 6,11958 V,Nagravision
CNN International Europe,Thor 6,11958 V,Conax
CNN International Europe,Thor 6,11958 V,Cryptoworks
CNN International Europe,Thor 6,11958 V,Irdeto
CNN International Europe,Thor 6,11958 V,Nagravision
National Geographic Wild Romania,Thor 6,11958 V,Conax
National Geographic Wild Romania,Thor 6,11958 V,Nagravision
JimJam Romania,Thor 6,11958 V,Conax
JimJam Romania,Thor 6,11958 V,Cryptoworks
