Provider/Channel,Sattelite_Name,freq_alt,Languages
William Hill TV,Astra-4A,12418 H,Eng
William Hill Two,Astra-4A,12418 H,Eng
SIS Euro Racing,Astra-4A,12418 H,Eng
Coral TV 1,Astra-4A,12418 H,Eng
Coral TV 2,Astra-4A,12418 H,Eng
Ladbrokes 2,Astra-4A,12418 H,Eng
SIS Racing Spanish Channel,Astra-4A,12418 H,Spa
Inter,Astra-4A,12437 V,Ukr
NTN (Ukraine),Astra-4A,12437 V,Ukr
Mega,Astra-4A,12437 V,Ukr
K1,Astra-4A,12437 V,Ukr
Piksel TV,Astra-4A,12437 V,Ukr
Enter Film,Astra-4A,12437 V,Ukr
Suspilne Novini,Astra-4A,12437 V,Ukr
Suspilne Sport,Astra-4A,12437 V,Ukr
Suspilne Krym,Astra-4A,12437 V,Ukr
Satelio Infokanal,Astra-4A,12565 V,Ger
BVN Europa,Astra-4A,12565 V,Dut
Voice of One TV,Astra-4A,12565 V,Eng
Hitradio Namibia,Astra-4A,12565 V,Ger
Funkhaus Namibia,Astra-4A,12565 V,Ger
New Life Africa,Astra-4A,12565 V,Eng
Praise Live,Astra-4A,12565 V,Eng
Vie Nouvelle Afrique,Astra-4A,12565 V,Fre
(MBC feeds),Astra-4A,12615 V,
MBC Radio 1,Astra-4A,12621 V,Eng
MBC Radio 2,Astra-4A,12621 V,Eng
Alwatania TV,Eutelsat-3B,3672 R,Ara
Burkina Faso mux,Eutelsat-3B,3729 L,
RTB TV (Burkina Faso),Eutelsat-3B,3729 L,Fre
RTB Zénith,Eutelsat-3B,3729 L,Fre
Canal 3 (Burkina Faso),Eutelsat-3B,3729 L,Fre
BF1,Eutelsat-3B,3729 L,Fre
Burkina Info TV,Eutelsat-3B,3729 L,Fre
Impact TV,Eutelsat-3B,3729 L,Fre
TV Maria (Burkina Faso),Eutelsat-3B,3729 L,Fre
TV Al Houda,Eutelsat-3B,3729 L,
El-Bethel TV,Eutelsat-3B,3729 L,Fre
3 TV,Eutelsat-3B,3729 L,Fre
Savane TV,Eutelsat-3B,3729 L,Fre
LCA,Eutelsat-3B,3729 L,Fre
RTB 3,Eutelsat-3B,3729 L,
RTB Radio,Eutelsat-3B,3729 L,Fre
RTB Radio 2,Eutelsat-3B,3729 L,Fre
RTB Radio Rurale,Eutelsat-3B,3729 L,Fre
Savane FM,Eutelsat-3B,3729 L,Fre
Radio Jeunesse Sahel,Eutelsat-3B,3729 L,Fre
La Voix du Parlement,Eutelsat-3B,3729 L,Fre
Studio Yafa,Eutelsat-3B,3729 L,Fre
Mikuba TV,Eutelsat-3B,3831 L,Fre
Mikuba Radio,Eutelsat-3B,3831 L,Fre
(Globecast feeds),Eutelsat-3B,3846 R,
StarTimes TV Guide Nigeria,Eutelsat-3B,3878 R,Eng
Wakaati TV,Eutelsat-3B,3878 R,Eng
Silverbird TV,Eutelsat-3B,3878 R,Eng
Wap TV,Eutelsat-3B,3878 R,Eng
Ulaff TV,Eutelsat-3B,3878 R,Eng
Tambarin Hausa TV,Eutelsat-3B,3878 R,Hau
Advocate Broadcasting Network,Eutelsat-3B,3878 R,Eng
Liberty TV (Nigeria),Eutelsat-3B,3878 R,Eng
Wazobia TV,Eutelsat-3B,3878 R,Eng
Rapid TV,Eutelsat-3B,3878 R,Eng
NTA Sports 24,Eutelsat-3B,3889 R,Eng
Farin Wata TV,Eutelsat-3B,3889 R,Hau
Kaftan TV Yoruba,Eutelsat-3B,3889 R,Yor
Kaftan TV Hausa,Eutelsat-3B,3889 R,Hau
Trust TV,Eutelsat-3B,3889 R,Eng
ST Bongo,Eutelsat-3B,3900 R,
Clouds TV,Eutelsat-3B,3900 R,Eng
Channel Ten,Eutelsat-3B,3900 R,Eng
TBC 1,Eutelsat-3B,3900 R,
TV 3 (Tanzania),Eutelsat-3B,3900 R,
TBC 2,Eutelsat-3B,3900 R,
Mambo TV Swahili,Eutelsat-3B,3900 R,Swa
Star TV (Tanzania),Eutelsat-3B,3900 R,Swa
Tanzania Safari Channel,Eutelsat-3B,3900 R,Eng
Wasafi TV,Eutelsat-3B,3900 R,
WRM TV,Eutelsat-3B,3900 R,Eng
TBC FM,Eutelsat-3B,3900 R,Swa
TBC Taifa,Eutelsat-3B,3900 R,Swa
Fufa TV,Eutelsat-3B,3914 R,Eng
UBC TV,Eutelsat-3B,3914 R,
Spark TV,Eutelsat-3B,3914 R,Eng
Sanyuka TV,Eutelsat-3B,3914 R,
NBS TV,Eutelsat-3B,3914 R,Swa
Bukedde 1,Eutelsat-3B,3914 R,
NTV Uganda,Eutelsat-3B,3914 R,Eng
Bukedde 2,Eutelsat-3B,3914 R,
Urban TV (Uganda),Eutelsat-3B,3914 R,Eng
TV West (Uganda),Eutelsat-3B,3914 R,
Top TV,Eutelsat-3B,3914 R,Eng
BBS TV,Eutelsat-3B,3914 R,
Face TV (Uganda),Eutelsat-3B,3914 R,Eng
Glorious Times TV,Eutelsat-3B,3914 R,
Wan Luo TV,Eutelsat-3B,3914 R,
Westnile TV,Eutelsat-3B,3914 R,Eng
Be TV,Eutelsat-3B,3914 R,Eng
KBS TV,Eutelsat-3B,3914 R,Eng
UBC Star TV,Eutelsat-3B,3914 R,
Sanyuka Prime,Eutelsat-3B,3914 R,Eng
Sky TV (Uganda),Eutelsat-3B,3914 R,Eng
ST Makula,Eutelsat-3B,3914 R,
UBC West,Eutelsat-3B,3914 R,
Butebo FM,Eutelsat-3B,3914 R,
UBC Red,Eutelsat-3B,3914 R,
MCF Radio,Eutelsat-3B,3914 R,
StarTimes TV Guide Swahili,Eutelsat-3B,3934 R,Swa
Héritage TV (Congo),Eutelsat-3B,4004 L,Fre
HK 6 Télé,Eutelsat-3B,4005 L,Fre
Espace TV,Eutelsat-3B,4007 L,Fre
Radio Espace,Eutelsat-3B,4007 L,Fre
Kalac Radio,Eutelsat-3B,4007 L,Fre
Gabon 24,Eutelsat-3B,4024 L,Fre
Power TV (Benin),Eutelsat-3B,4031 L,Fre
Malaika TV,Eutelsat-3B,4033 L,Fre
TMT promo,Eutelsat-3B,4063 L,Por
EP Sofala,Eutelsat-3B,4063 L,Por
EP Sofala,Eutelsat-3B,4099 L,Por
EP Zambezia,Eutelsat-3B,4063 L,Por
EP Zambezia,Eutelsat-3B,4099 L,Por
EP Tete,Eutelsat-3B,4063 L,Por
EP Gaza,Eutelsat-3B,4063 L,Por
EP Gaza,Eutelsat-3B,4099 L,Por
EP Manica,Eutelsat-3B,4063 L,Por
EP Manica,Eutelsat-3B,4063 L,Por
EP Maputo,Eutelsat-3B,4063 L,Por
EP Maputo,Eutelsat-3B,4099 L,Por
TVM Manica,Eutelsat-3B,4063 L,Por
TVM Nampula,Eutelsat-3B,4063 L,Por
EP Nampula,Eutelsat-3B,4063 L,Por
EP Nampula,Eutelsat-3B,4099 L,Por
Antena Nacional,Eutelsat-3B,4099 L,Por
RM Desporto,Eutelsat-3B,4099 L,Por
EP Cabo Delgado,Eutelsat-3B,4099 L,Por
EP Cabo Delgado,Eutelsat-3B,4099 L,Por
EP Niassa,Eutelsat-3B,4099 L,Por
EP Inhambane,Eutelsat-3B,4099 L,Por
EP Inhambane,Eutelsat-3B,4099 L,Por
TVM Zambezia,Eutelsat-3B,4099 L,Por
TVM Maputo,Eutelsat-3B,4099 L,Por
TVM Sofala,Eutelsat-3B,4099 L,Por
TVM Cabo Delgado,Eutelsat-3B,4099 L,Por
TVM Gaza,Eutelsat-3B,4099 L,Por
TVM Inhambane,Eutelsat-3B,4099 L,Por
(TV Zimbo feeds),Eutelsat-3B,11140 H,
TV Zimbo,Eutelsat-3B,11145 H,Por
(IRIB feeds),Eutelsat-3B,11475 V,
M24 TV,Eutelsat-3B,11647 H,Ara
RIM,Eutelsat-3B,11647 H,
2M National,Eutelsat-3B,11655 H,Ara
2M Monde,Eutelsat-3B,11655 H,Ara
2M Monde,Eutelsat-3B,11655 H,Ara
Radio 2M,Eutelsat-3B,11655 H,
Al Rabiaa TV,Eutelsat-3B,11673 H,Ara
Imam Ali TV,Eutelsat-3B,11677 H,Ara
Alahad TV,Eutelsat-3B,11694 H,Ara
Radio Maria Romania,Eutelsat-3B,12578.4V,Rum
Radio Marija Srbija,Eutelsat-3B,12578.9V,Hrv
Radio Marija Bosna i Hercegovina,Eutelsat-3B,12579.2V,Hrv
Radio Marija Russia,Eutelsat-3B,12580.4V,Rus
NourSat,Eutelsat-3B,12656 H,Ara
Media Sports Infos,Rascom-QAF-1R,3970 R,Fre
My Righteous TV,Rascom-QAF-1R,3975 R,Eng
Clouds TV,Rascom-QAF-1R,3987 R,Eng
Clouds TV,Rascom-QAF-1R,11218 V,Eng
Wasafi TV,Rascom-QAF-1R,3987 R,
Wasafi TV,Rascom-QAF-1R,11218 V,
Wasafi FM,Rascom-QAF-1R,3987 R,
Wasafi FM,Rascom-QAF-1R,11218 V,
Clouds FM,Rascom-QAF-1R,3987 R,Eng
Clouds FM,Rascom-QAF-1R,11218 V,Eng
Dash TV News,Rascom-QAF-1R,4016 R,Fre
Dash TV Sports & Entertainment,Rascom-QAF-1R,4016 R,Fre
Amen TV Sat,Rascom-QAF-1R,4027 R,Fre
Nyota TV (Congo),Rascom-QAF-1R,4032 R,Fre
Nyota TV (Congo),Rascom-QAF-1R,11218 V,Fre
For You Africa,Rascom-QAF-1R,4036 R,Fre
For You Radio,Rascom-QAF-1R,4036 R,Fre
InfoTV,Rascom-QAF-1R,4038 R,Fre
Univers TV,Rascom-QAF-1R,4045 R,Fre
Radio Amani FM,Rascom-QAF-1R,4075 R,Fre
Life Radio (Congo-Kinshasa),Rascom-QAF-1R,4075 R,Fre
LTM TV,Rascom-QAF-1R,4116 R,Fre
France 24 Français,Rascom-QAF-1R,11218 V,Fre
Dira TV,Rascom-QAF-1R,11218 V,Swa
Agape TV Network,Rascom-QAF-1R,11218 V,Eng
TBC 1,Rascom-QAF-1R,11218 V,
TBC 2,Rascom-QAF-1R,11218 V,
Tanzania Safari Channel,Rascom-QAF-1R,11218 V,Eng
Testimony TV (Kenya),Rascom-QAF-1R,11218 V,Eng
RTNC,Rascom-QAF-1R,11218 V,Fre
RTNC 3,Rascom-QAF-1R,11218 V,Fre
TBC Taifa,Rascom-QAF-1R,11218 V,Swa
TBC FM,Rascom-QAF-1R,11218 V,Swa
Radio N-Joy,BulgariaSat-1,12073 H,Bul
Radio Z-Rock,BulgariaSat-1,12073 H,Bul
Radio Veselina,BulgariaSat-1,12073 H,Bul
Radio Veronika,BulgariaSat-1,12092 V,Bul
The Voice Bulgaria,BulgariaSat-1,12092 V,Bul
Magic FM (Bulgaria),BulgariaSat-1,12092 V,Bul
ERT World,BulgariaSat-1,12149 H,Gre
TRT World,BulgariaSat-1,12149 H,Eng
Freedom,BulgariaSat-1,12149 H,Rus
Kanal 3,BulgariaSat-1,12149 H,Bul
Radio 1 (Bulgaria),BulgariaSat-1,12149 H,Bul
Radio 1 (Bulgaria),BulgariaSat-1,12169 V,Bul
TVR International,BulgariaSat-1,12169 V,Rum
Epic Drama,BulgariaSat-1,12169 V,Bul
BG Radio,BulgariaSat-1,12169 V,Bul
Eparkhiiski Glas,BulgariaSat-1,12169 V,Bul
BNR Horizont,BulgariaSat-1,12169 V,Bul
Darik Radio,BulgariaSat-1,12169 V,Bul
Evrokom,BulgariaSat-1,12207 V,Bul
Fen Folk,BulgariaSat-1,12207 V,Bul
BNT 4,BulgariaSat-1,12207 V,Bul
The Voice TV,BulgariaSat-1,12207 V,Bul
TV 1 (Bulgaria),BulgariaSat-1,12303 H,Bul
Bulgaria 24,BulgariaSat-1,12303 H,Bul
VTK,BulgariaSat-1,12322 V,Bul
Planeta Folk,BulgariaSat-1,12322 V,Bul
Balkanika Music TV,BulgariaSat-1,12341 H,Bul
Magic TV (Bulgaria),BulgariaSat-1,12360 V,Bul
Nastoyashcheye Vremya,BulgariaSat-1,12360 V,Rus
DW English,BulgariaSat-1,12458 H,Eng
Espreso TV,BulgariaSat-1,12458 H,Ukr
TV Duga +,BulgariaSat-1,12458 H,Srp
RTP Internacional Europa,BulgariaSat-1,12458 H,Por
Rodina,BulgariaSat-1,12476 V,Bul
TV Osem,Thor-7,12111 V,Slo
Viasat History HD,Thor-7,12169 H,Cze
Viasat History HD,Thor-7,12169 H,Eng
Viasat History HD,Thor-7,12169 H,Hun
Spektrum,Thor-7,12169 H,Cze
Spektrum,Thor-7,12169 H,Hun
Cinemax Central Europe,Thor-7,12169 H,Cze
Cinemax Central Europe,Thor-7,12169 H,Qaa
Cinemax 2 Central Europe,Thor-7,12169 H,Cze
Cinemax 2 Central Europe,Thor-7,12169 H,Qaa
Men TV,Thor-7,12169 H,Eng
Nova Action,Thor-7,12169 H,Cze
Film Europe,Thor-7,12169 H,Cze
Nova Gold,Thor-7,12169 H,Cze
Disney Junior Romania & Bulgaria,Thor-7,12169 H,Eng
Nova Fun,Thor-7,12169 H,Cze
Dorcel TV,Thor-7,12169 H,Eng
TA 3,Thor-7,12169 H,Slo
Crime + Investigation UK,Thor-7,12169 H,Cze
Crime + Investigation UK,Thor-7,12169 H,Eng
Dusk,Thor-7,12169 H,Eng
Tuki TV,Thor-7,12169 H,Slo
Tuki TV,Thor-7,12169 H,Qaa
Premier Sport 1,Thor-7,12169 H,Slo
Premier Sport 1,Thor-7,12245 H,Slo
Premier Sport 1,Thor-7,12245 H,Qaa
FashionTV Europe,Thor-7,12169 H,
Prima Krimi,Thor-7,12245 H,Cze
Markíza Krimi,Thor-7,12245 H,Slo
Markíza Krimi,Thor-7,12245 H,Qaa
Krimi Barrandov,Thor-7,12245 H,Cze
Kino Barrandov,Thor-7,12245 H,Cze
HBO 2 Central Europe,Thor-7,12245 H,Cze
HBO 2 Central Europe,Thor-7,12245 H,Qaa
HBO 2 Central Europe,Thor-7,12245 H,Hun
Folklorika,Thor-7,12245 H,Slo
Joj Svet,Thor-7,12245 H,Slo
Joj Svet,Thor-7,12245 H,Qaa
DV TV Extra,Thor-7,12245 H,Cze
HBO 3 Central Europe,Thor-7,12245 H,Cze
HBO 3 Central Europe,Thor-7,12245 H,Qaa
HBO 3 Central Europe,Thor-7,12245 H,Hun
Viasat Explore East,Thor-7,12245 H,Cze
Viasat Explore East,Thor-7,12245 H,Hun
Spark,Thor-7,12245 H,Slo
CT 24,Thor-7,12245 H,Cze
Strike TV,Thor-7,12245 H,Slo
Nova Sport 3,Thor-7,12245 H,Cze
Nova Sport 3,Thor-7,12245 H,Eng
Food Network EMEA,Thor-7,12245 H,Cze
Food Network EMEA,Thor-7,12245 H,Eng
Premier Sport 3,Thor-7,12245 H,Cze
Premier Sport 3,Thor-7,12245 H,Eng
TLC Pan Regional,Thor-7,12245 H,Cze
TLC Pan Regional,Thor-7,12245 H,Eng
TLC Pan Regional,Thor-7,12245 H,Hun
Telenor promo,Thor-7,12322 H,
Telenor promo,Thor-7,12360 H,
Telenor promo,Thor-7,12399 H,
Telenor promo,Thor-7,12437 H,
Telenor Sports 11,Thor-7,12322 H,
Telenor Sports 12,Thor-7,12322 H,
Telenor Sports 13,Thor-7,12322 H,
Telenor Sports 14,Thor-7,12322 H,
Telenor Sports 15,Thor-7,12322 H,
SBN International,Thor-5,11278 V,Eng
DR P2,Thor-5,11278 V,Dan
DR P1,Thor-5,11278 V,Dan
Bandit Classics,Thor-5,11278 V,Swe
Svenska Favoriter,Thor-5,11278 V,Swe
Viasat Classic,Thor-5,11278 V,
Power Hit Radio (Sweden),Thor-5,11278 V,Swe
Power Club,Thor-5,11278 V,Swe
Star FM,Thor-5,11278 V,Swe
Bandit Rock 106-3,Thor-5,11278 V,Swe
Lugna Favoriter,Thor-5,11278 V,Swe
Rix FM,Thor-5,11278 V,Swe
DR P3,Thor-5,11278 V,Dan
Freedom,Thor-5,11325 H,Rus
SverigeKanalen,Thor-5,11389 H,Swe
Kanal 10 Sverige,Thor-5,11389 H,Swe
TV Visjon Norge,Thor-5,11389 H,Nor
Kanal 10 Norge,Thor-5,11389 H,Nor
TV Vision Sverige,Thor-5,11389 H,Swe
Bedehuskanalen,Thor-5,11389 H,Nor
Radio Norge,Thor-5,11389 H,Nor
Rás 1,Thor-5,11389 H,Ice
Rás 2,Thor-5,11389 H,Ice
Radio Rock,Thor-5,11389 H,Nor
Radio Vinyl,Thor-5,11389 H,Nor
Radio Topp 40,Thor-5,11389 H,Nor
P4 Lyden av Norge,Thor-5,11389 H,Nor
Petöfi Rádió,Thor-5,11785 H,Hun
Kossuth Rádió,Thor-5,11785 H,Hun
Bartók Rádió,Thor-5,11785 H,Hun
Speranta TV,Thor-5,11862 H,Rum
Radio Vocea Sperantei,Thor-5,11862 H,Rum
Kiss FM (Romania),Thor-5,11862 H,Rum
History HD Europe,Thor-5,12015 H,Eng
History HD Europe,Thor-5,12015 H,Rus
History HD Europe,Thor-5,12015 H,Cze
History HD Europe,Thor-5,12015 H,Hun
History HD Europe,Thor-5,12015 H,Tur
History 2 Europe,Thor-5,12015 H,Eng
History 2 Europe,Thor-5,12015 H,Cze
History Sverige,Thor-5,12015 H,Swe
BBC Nordic,Thor-5,12015 H,Eng
BBC Nordic,Thor-5,12015 H,Eng
Animal Planet Europe,Thor-5,12015 H,Eng
TV 2 Sport,Thor-5,12015 H,Dan
Galaxy 4,Thor-5,12130 H,Hun
Sorozatklub,Thor-5,12265 V,Hun
Moziklub,Thor-5,12265 V,Hun
TV 2 Klub,Thor-5,12265 V,Hun
Super TV 2,Thor-5,12265 V,Hun
National Geographic România,Thor-5,12265 V,Eng
National Geographic România,Thor-5,12265 V,Rum
Private TV,Thor-5,12265 V,Eng
Pro TV,Thor-5,12265 V,Rum
FilmBox Basic,Thor-5,12265 V,Hun
FilmBox Basic,Thor-5,12265 V,Qaa
Prime (Hungary),Thor-5,12265 V,Hun
Viasat 2,Thor-5,12265 V,Hun
Viasat 2,Thor-5,12265 V,Qaa
Cinemax 2 Central Europe,Thor-5,12265 V,Hun
Cinemax 2 Central Europe,Thor-5,12265 V,Cze
Cinemax 2 Central Europe,Thor-5,12265 V,Qaa
Cinemax 2 Central Europe,Thor-5,12265 V,Rum
Blue Hustler Europe (23-05),Thor-5,12265 V,Eng
Duna TV,Thor-5,12265 V,Hun
Viasat Film,Thor-5,12265 V,Hun
Viasat Film,Thor-5,12265 V,Qaa
Hustler TV Europe,Thor-5,12265 V,Eng
Viasat Explore East,Thor-5,12265 V,Rum
Viasat Explore East,Thor-5,12265 V,Hun
AXN Central Europe,Thor-5,12265 V,Hun
AXN Central Europe,Thor-5,12265 V,Qaa
TLC Pan Regional,Thor-5,12265 V,Hun
TLC Pan Regional,Thor-5,12265 V,Eng
Stingray IConcerts,Thor-5,12265 V,Eng
Arena 4,Thor-5,12265 V,Hun
CGTN,Thor-5,12418 V,Eng
CGTN Documentary,Thor-5,12418 V,Eng
Aljazeera English,Thor-5,12418 V,Eng
Sky News International,Thor-5,12418 V,Eng
Telenor promo,Thor-5,12418 V,Eng
Best FM (Slovakia),Thor-5,12418 V,Slo
NRK P1 Stor-Oslo,Thor-6,10747 V,Nor
NRK P1 Troms,Thor-6,10747 V,Nor
NRK P1 Finnmark,Thor-6,10747 V,Nor
NRK P1 Nordland,Thor-6,10747 V,Nor
NRK P1 Trøndelag,Thor-6,10747 V,Nor
NRK P1 Møre og Romsdal,Thor-6,10747 V,Nor
NRK P1 Sogn og Fjordane,Thor-6,10747 V,Nor
NRK P1 Hordaland,Thor-6,10747 V,Nor
NRK P1 Rogaland,Thor-6,10747 V,Nor
NRK P1 Sørlandet,Thor-6,10747 V,Nor
NRK P1 Telemark,Thor-6,10747 V,Nor
NRK P1 Vestfold,Thor-6,10747 V,Nor
NRK P1 Buskerud,Thor-6,10747 V,Nor
NRK P1 Innlandet,Thor-6,10747 V,Nor
NRK P1 Østfold,Thor-6,10747 V,Nor
NRK P2,Thor-6,10747 V,Nor
NRK P3,Thor-6,10747 V,Nor
NRK Klassisk,Thor-6,10747 V,Nor
NRK Sámi Rádio,Thor-6,10747 V,Nor
NRK mP3,Thor-6,10747 V,Nor
NRK Nyheter,Thor-6,10747 V,Nor
NRK P13,Thor-6,10747 V,Nor
NRK Været til sjøs,Thor-6,10747 V,Nor
NRK Radio Super,Thor-6,10747 V,Nor
NRK P1+,Thor-6,10747 V,Nor
NRK Jazz,Thor-6,10747 V,Nor
NRK Sport,Thor-6,10747 V,Nor
NRK Folkemusikk,Thor-6,10747 V,Nor
SBN International,Thor-6,10872 H,Eng
DR P3,Thor-6,10934 V,Dan
Music Channel Romania,Thor-6,11900 H,Rum
Digi FM,Thor-6,11900 H,Rum
Digi FM,Thor-6,11900 H,Rum
Pro FM,Thor-6,11900 H,Rum
Virgin Radio Romania,Thor-6,11900 H,Rum
Europa FM Moldova,Thor-6,11900 H,Rum
Europa FM Muntenia,Thor-6,11900 H,Rum
Europa FM Oltenia,Thor-6,11900 H,Rum
Europa FM Banat,Thor-6,11900 H,Rum
Europa FM Dobrogea,Thor-6,11900 H,Rum
Europa FM Ardeal,Thor-6,11900 H,Rum
Digi 24 FM,Thor-6,11900 H,Rum
Dance FM,Thor-6,11900 H,Rum
Cartoon Network Central & Eastern Europe,Thor-6,11919 V,Hun
Cartoon Network Central & Eastern Europe,Thor-6,11919 V,Cze
Cartoon Network Central & Eastern Europe,Thor-6,11919 V,Eng
Cartoon Network Central & Eastern Europe,Thor-6,12380 V,Cze
Cartoon Network Central & Eastern Europe,Thor-6,12380 V,Eng
TV 2 Séf,Thor-6,11919 V,Hun
National Geographic Hungary & Czechia,Thor-6,11919 V,Hun
National Geographic Hungary & Czechia,Thor-6,11919 V,Cze
National Geographic Hungary & Czechia,Thor-6,11919 V,Eng
National Geographic Hungary & Czechia,Thor-6,11977 H,Cze
National Geographic Hungary & Czechia,Thor-6,11977 H,Eng
National Geographic Hungary & Czechia,Thor-6,11977 H,Hun
National Geographic Hungary & Czechia,Thor-6,12092 H,Hun
National Geographic Hungary & Czechia,Thor-6,12092 H,Eng
AMC Magyarország,Thor-6,11919 V,Hun
AMC Magyarország,Thor-6,11919 V,Eng
Viasat History,Thor-6,11919 V,Hun
Viasat History,Thor-6,11919 V,Cze
Viasat History,Thor-6,11919 V,Eng
Viasat History,Thor-6,11958 V,Rum
Viasat History,Thor-6,11958 V,Hun
AMC Cesko,Thor-6,11919 V,Cze
AMC Cesko,Thor-6,11919 V,Eng
AMC Cesko,Thor-6,12380 V,Cze
AMC Cesko,Thor-6,12380 V,Eng
Viasat Explore East,Thor-6,11919 V,Hun
Viasat Explore East,Thor-6,11919 V,Qaa
CBS Reality Europe,Thor-6,11919 V,Cze
Mozi +,Thor-6,11919 V,Hun
Mozi +,Thor-6,12456 V,Hun
Stingray CMusic,Thor-6,11919 V,Eng
TV 4 (Hungary),Thor-6,11919 V,Hun
Dizi,Thor-6,11919 V,Tur
Disney Channel Romania,Thor-6,11919 V,Rum
M5,Thor-6,11919 V,Hun
TV 2 Comedy,Thor-6,11919 V,Hun
Zenebutik,Thor-6,11919 V,Hun
AXN Czech Republic,Thor-6,11919 V,Cze
AXN Czech Republic,Thor-6,11919 V,Eng
TV 2 Kids,Thor-6,11919 V,Hun
Direct One TV (16.30-23.00),Thor-6,11958 V,Hun
CNN International Europe,Thor-6,11958 V,Eng
National Geographic Wild Romania,Thor-6,11958 V,Eng
JimJam Romania,Thor-6,11958 V,Hun
JimJam Romania,Thor-6,11958 V,Eng
JimJam Romania,Thor-6,11958 V,Rum
Bollywood TV Romania,Thor-6,11958 V,Rum
Antena 1 (Romania),Thor-6,11958 V,Rum
Minimax Czechia,Thor-6,11958 V,Hun
Minimax Czechia,Thor-6,11958 V,Cze
Minimax Czechia,Thor-6,11958 V,Slo
Focus Sat TV (19-24),Thor-6,11958 V,Rum
Spektrum Home Czech,Thor-6,11958 V,Cze
Spektrum Home Czech,Thor-6,11958 V,Slo
RTL Ketto,Thor-6,11958 V,Hun
RTL Három,Thor-6,11958 V,Hun
Sorozat +,Thor-6,11958 V,Hun
Muzsika TV,Thor-6,11958 V,Hun
NickMusic,Thor-6,11958 V,Eng
RTL Gold,Thor-6,11958 V,Hun
Izaura TV,Thor-6,11958 V,Hun
TV Paprika Romania,Thor-6,11958 V,Rum
CT 2,Thor-6,11977 H,Cze
Premier Sport 2,Thor-6,11977 H,Slo
Premier Sport 2,Thor-6,11977 H,Qaa
Epic Drama,Thor-6,11977 H,Cze
Epic Drama,Thor-6,11977 H,Qaa
Epic Drama,Thor-6,11977 H,Hun
Nova Sport 4,Thor-6,11977 H,Cze
Nova Sport 4,Thor-6,11977 H,Eng
Eurosport 1,Thor-6,11977 H,Cze
Eurosport 1,Thor-6,11977 H,Hun
Eurosport 1,Thor-6,11977 H,Rum
Eurosport 2 North-East,Thor-6,11977 H,Cze
Eurosport 2 North-East,Thor-6,11977 H,Eng
Eurosport 2 North-East,Thor-6,11977 H,Hun
Eurosport 2 North-East,Thor-6,11977 H,Rum
HBO Czechia,Thor-6,11977 H,Cze
HBO Czechia,Thor-6,11977 H,Eng
HBO Czechia,Thor-6,11977 H,Hun
FilmBox Premium Czechia,Thor-6,11977 H,Cze
FightBox HD,Thor-6,11977 H,Eng
DocuBox HD,Thor-6,11977 H,Eng
Eroxxx HD,Thor-6,11977 H,Eng
RTVS 1,Thor-6,12054 H,Slo
RTVS 2,Thor-6,12054 H,Slo
Markíza,Thor-6,12054 H,Slo
RTVS 24,Thor-6,12054 H,Slo
TV Joj,Thor-6,12054 H,Slo
TV Joj,Thor-6,12054 H,Qaa
Joj Plus,Thor-6,12054 H,Slo
Joj Plus,Thor-6,12054 H,Qaa
Dajto,Thor-6,12054 H,Slo
Dajto,Thor-6,12054 H,Qaa
Prima,Thor-6,12054 H,Cze
CT 1,Thor-6,12054 H,Cze
Slágr 1,Thor-6,12054 H,Cze
TV Nova,Thor-6,12054 H,Cze
Nick Jr Czechia,Thor-6,12073 V,Cze
Nick Jr Czechia,Thor-6,12073 V,Eng
Nick Jr Czechia,Thor-6,12073 V,Hun
Nick Jr România,Thor-6,12073 V,Hun
Nick Jr România,Thor-6,12073 V,Eng
Nick Jr România,Thor-6,12073 V,Rum
Nickelodeon Czechia,Thor-6,12073 V,Cze
Nickelodeon Czechia,Thor-6,12073 V,Eng
Nickelodeon Czechia,Thor-6,12073 V,Hun
Nickelodeon Czechia,Thor-6,12073 V,Slv
Nickelodeon Czechia,Thor-6,12073 V,Srp
Nickelodeon Czechia,Thor-6,12073 V,Hrv
Nickelodeon Czechia,Thor-6,12073 V,Ukr
Comedy Central România,Thor-6,12073 V,Rum
TeenNick Hungary,Thor-6,12073 V,Hun
TeenNick Hungary,Thor-6,12073 V,Qaa
Nickelodeon Magyarország,Thor-6,12073 V,Hun
Nickelodeon Magyarország,Thor-6,12073 V,Eng
Nickelodeon Magyarország,Thor-6,12073 V,Ukr
Nick Jr Hungary,Thor-6,12073 V,Hun
Nick Jr Hungary,Thor-6,12073 V,Eng
TeenNick România,Thor-6,12073 V,Hun
TeenNick România,Thor-6,12073 V,Rum
Nickelodeon România,Thor-6,12073 V,Rum
Nickelodeon România,Thor-6,12073 V,Eng
Nickelodeon România,Thor-6,12073 V,Hun
Nickelodeon România,Thor-6,12073 V,Rus
Nickelodeon România,Thor-6,12073 V,Lav
Nickelodeon România,Thor-6,12073 V,Est
Nickelodeon România,Thor-6,12073 V,Tur
Nickelodeon România,Thor-6,12073 V,Ukr
Nicktoons România,Thor-6,12073 V,Rum
Nicktoons România,Thor-6,12073 V,Hun
Nicktoons România,Thor-6,12073 V,Hun
Nickelodeon HD,Thor-6,12073 V,Hrv
Nickelodeon HD,Thor-6,12073 V,Eng
Nickelodeon HD,Thor-6,12073 V,Tur
Nickelodeon HD,Thor-6,12073 V,Ukr
Nickelodeon HD,Thor-6,12073 V,Rus
