Provider/Channel,Sattelite_Name,freq_alt,beam_alt,sr_alt,fec_alt,Compression,eirp_alt
Robert TV,Eutelsat-7B,12604 H,tp H3,30000,2/3,MPEG-4/SD,0
Radio Maarifa,Eutelsat-7B,12604 H,tp H3,30000,2/3,,0
Raga FM,Eutelsat-7B,12604 H,tp H3,30000,2/3,,0
Radio Vaovao Mahasoa,Eutelsat-7B,12604 H,tp H3,30000,2/3,,0
Radio 2M,Eutelsat-7B,12604 H,tp H3,30000,2/3,,0
Radio Tumaini,Eutelsat-7B,12604 H,tp H3,30000,2/3,,0
(APTN feeds),Eutelsat-7B,12614 V,tp F4,4600,5/6,,
(APTN feeds),Eutelsat-7B,12620 V,tp F4,4600,5/6,,
(APTN feeds),Eutelsat-7B,12626 V,tp F4,4600,5/6,,
(APTN feeds),Eutelsat-7B,12632 V,tp F4,4600,5/6,,
Alforat TV,Eutelsat-7B,12657 H,tp F3,2475,3/4,65535-1HEVC/HD,47-48
URHC TV,Eutelsat-7B,21595 H,tp J2,1100,3/4,1-1MPEG-4/SD,
2S TV,Eutelsat-7B,21620 H,tp J2,2200,2/3,1-1MPEG-4/HD,
Bantamba TV,Eutelsat-7B,21638 H,tp J2,1100,2/3,1-1MPEG-4/SD,
QTV ,Eutelsat-7B,21640 H,tp J2,1100,2/3,65535-1MPEG-4/SD,
Iranefarda TV,Eutelsat-7C,10721 V,tp AWW2,27500.0,3/4,MPEG-2/SD,49-50
News of the World,Eutelsat-7C,10721 V,tp AWW2,27500.0,3/4,MPEG-4/HD,49-50
BBC World Service English Europe,Eutelsat-7C,10721 V,tp AWW2,27500.0,3/4,,49-50
BBC World Service English Australasia,Eutelsat-7C,10721 V,tp AWW2,27500.0,3/4,,49-50
BBC World Service English News,Eutelsat-7C,10721 V,tp AWW2,27500.0,3/4,,49-50
BBC World Service Arabic,Eutelsat-7C,10721 V,tp AWW2,27500.0,3/4,,49-50
BBC World Service Afghanistan,Eutelsat-7C,10721 V,tp AWW2,27500.0,3/4,,49-50
La Radio Plus,Eutelsat-7C,10721 V,tp AWW2,27500.0,3/4,,49-50
(Telstra feeds),Eutelsat-7C,10762 V,tp AWW4,28800.0,5/6,,
Africa TV 2,Eutelsat-7C,10981 V,tp GAA02,45000.0,5/6,MPEG-4/SD,0
Capital FM,Eutelsat-7C,10981 V,tp GAA02,45000.0,5/6,,0
88.8 CBS FM,Eutelsat-7C,10981 V,tp GAA02,45000.0,5/6,,0
93.3 KFM,Eutelsat-7C,10981 V,tp GAA02,45000.0,5/6,,0
Radio West,Eutelsat-7C,10981 V,tp GAA02,45000.0,5/6,,0
Radio Simba,Eutelsat-7C,10981 V,tp GAA02,45000.0,5/6,,0
Azam Xtra,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,MPEG-4/SD,0
TV Imaan,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,MPEG-4/SD,0
Clouds FM,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
EFM,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
Times FM,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
TBC FM,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
Uhuru FM,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
Magic FM ,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
Radio Free Africa,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
Kiss FM ,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
Radio One,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
East Africa Radio,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
BBC World Service Swahili,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
Capital Radio ,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
Radio Imaan FM,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
National FM ,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
Radio Zimbabwe,Eutelsat-7C,11044 V,tp GAA04,45000.0,5/6,,0
U FM Radio,Eutelsat-7C,11106 V,tp GAA06,45000.0,5/6,,0
Wasafi FM,Eutelsat-7C,11106 V,tp GAA06,45000.0,5/6,,0
MBC Radio 1,Eutelsat-7C,11106 V,tp GAA06,45000.0,5/6,,0
MBC Radio 2,Eutelsat-7C,11106 V,tp GAA06,45000.0,5/6,,0
Canal + Novela 1,Eutelsat-7C,11471 H,tp RWS01,30000.0,3/4,HEVC/HD,0
Canal + Novela 2,Eutelsat-7C,11471 H,tp RWS01,30000.0,3/4,HEVC/HD,0
Agnus Dei TV,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Top Sports TV,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Moreplex Music,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Afro Centric Showcase,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Afro Centric Royalty,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Afro Centric Epic,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Afro Centric Junior,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Afro Centric Igbo,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Afro Centric Yoruba,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Afro Centric Hausa,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Afro Centric Urban,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Afro Centric Series,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Afro Centric Pidgin,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
M-Dish TV,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
MBC Action,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
France 24 English,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Outdoor Sport Channel,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Dove TV ,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Tanzania Safari Channel,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
MBC 2 ,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Liberty TV ,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Pet & Pal,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Channels TV,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Series Zone,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Nina TV English,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
British Muslim TV,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Football TV,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Karaoke TV Kids,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Stingray Naturescape,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Cartoon TV ,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Kids Zone ,Eutelsat-7C,11481 V,,30000.0,2/3,HEVC/HD,0
Ethio FM 107.8,Eutelsat-7C,11513 H,tp RWS03,30000.0,3/4,,0
EBS ,Eutelsat-7C,11554 H,tp RWS05,30000.0,3/4,MPEG-4/HD,0
Fana TV,Eutelsat-7C,11554 H,tp RWS05,30000.0,3/4,MPEG-4/SD,0
ETV News,Eutelsat-7C,11554 H,tp RWS05,30000.0,3/4,MPEG-4/SD,0
ETV Entertainment,Eutelsat-7C,11554 H,tp RWS05,30000.0,3/4,MPEG-4/SD,0
ETV Languages,Eutelsat-7C,11554 H,tp RWS05,30000.0,3/4,MPEG-4/SD,0
Nesiha TV,Eutelsat-7C,11554 H,tp RWS05,30000.0,3/4,MPEG-4/SD,0
Nahoo TV,Eutelsat-7C,11554 H,tp RWS05,30000.0,3/4,MPEG-4/SD,0
Addis Media Network,Eutelsat-7C,11554 H,tp RWS05,30000.0,3/4,MPEG-4/HD,0
Ahadu TV,Eutelsat-7C,11554 H,tp RWS05,30000.0,3/4,MPEG-4/SD,0
Asham TV,Eutelsat-7C,11554 H,tp RWS05,30000.0,3/4,MPEG-4/SD,0
Dire TV,Eutelsat-7C,11554 H,tp RWS05,30000.0,3/4,MPEG-4/HD,0
TV 9 Ethio,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,MPEG-4/SD,0
Amhara TV,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,MPEG-4/SD,0
Walta TV,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,MPEG-4/SD,0
Oromia Broadcasting Service,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,MPEG-4/SD,0
Sidaama Media Network,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,MPEG-4/SD,0
Ethiopia Orthodox TV,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,MPEG-4/SD,0
Elshaddai TV Network,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,MPEG-4/SD,0
Balageru TV,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,MPEG-4/SD,0
Radio Ethiopia National Radio,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,,0
Ahadu Radio,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,,0
Fana FM,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,,0
Addis FM 96.3,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,,0
EBC Radio 104.7,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,,0
FM Bahir Dar 96.9,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,,0
Debub FM,Eutelsat-7C,11595 H,tp RWS07,30000.0,3/4,,0
Zagros TV,Eutelsat-7C,11667 V,tp DWW12,3780.0,4/5,8192-4096MPEG-4/HD,49-50
Zagros Radio,Eutelsat-7C,11667 V,tp DWW12,3780.0,4/5,,49-50
Kurdistan TV,Eutelsat-7C,11672 V,tp DWW12,3780.0,4/5,8192-4096MPEG-4/HD,49-50
Kurdistan 24,Eutelsat-7C,11677 V,tp DWW12,5040.0,4/5,1-1MPEG-4/HD,49-50
Kurdistan 24 Radio,Eutelsat-7C,11677 V,tp DWW12,5040.0,4/5,,49-50
Ava Entertainment,Eutelsat-7C,11689 V,tp DWW12,5040.0,4/5,1-1MPEG-4/HD,49-50
Ava Radio,Eutelsat-7C,11689 V,tp DWW12,5040.0,4/5,,49-50
Resurrection TV,SES-5,3845 R,tp HER5,1945.0,2/3,0-1MPEG-4/SD,39.0
Resurrection TV,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/SD,0.0
TVGE Internacional,SES-5,3853 R,tp HER5,2270.0,2/3,?-?MPEG-2/SD,39.0
TVGE Radio,SES-5,3853 R,tp HER5,2270.0,2/3,,39.0
Dove TV ,SES-5,3906 L,tp HEL8,6732.0,3/5,1-15MPEG-4/HD,39.0
Wedding Channel Africa,SES-5,3922 L,tp HEL8,1415.0,2/3,1-1MPEG-4/SD,39.0
Hip TV,SES-5,3924 L,tp HEL8,1200.0,3/4,?-?MPEG-4/SD,39.0
Liberty TV ,SES-5,3926 L,tp HEL8,1210.0,3/4,0-1MPEG-4/SD,39.0
Fufa TV,SES-5,3928 L,tp HEL8,2060.0,2/3,0-0MPEG-4/SD,39.0
TVC News,SES-5,3934 L,tp HEL8,6270.0,3/5,MPEG-4/SD,39.0
TVC ,SES-5,3934 L,tp HEL8,6270.0,3/5,MPEG-4/SD,39.0
(BBC Africa feeds),SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC World Service English East Africa,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC World Service English East Africa,SES-5,4087 L,tp GLL16,1000.0,5/6,,
BBC World Service English West Africa,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC World Service English West Africa,SES-5,4087 L,tp GLL16,1000.0,5/6,,
BBC World Service English Europe,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC World Service English Middle East,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC World Service English News,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC World Service English News,SES-5,4087 L,tp GLL16,1000.0,5/6,,
BBC World Service Arabic,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC World Service Arabic,SES-5,4087 L,tp GLL16,1000.0,5/6,,
BBC World Service Dari,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC World Service Persian,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC World Service Afrique,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC World Service Afrique,SES-5,4087 L,tp GLL16,1000.0,5/6,,
BBC Gahuza,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC Gahuza,SES-5,4087 L,tp GLL16,1000.0,5/6,,
BBC Hausa Rediyo,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC Hausa Rediyo,SES-5,4087 L,tp GLL16,1000.0,5/6,,
BBC World Service Pashto,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC World Service Somali,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
BBC World Service Somali,SES-5,4087 L,tp GLL16,1000.0,5/6,,
BBC World Service Swahili,SES-5,4000 R,tp HER9,18200.0,1/2,,39.0
VoA Rwanda,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Rwanda,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA 1,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA 1,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Congo-Brazzaville,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Congo-Brazzaville,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
Radio Sawa Mauritania,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
Radio Sawa Mauritania,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Bambara,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Bambara,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Somali,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Somali,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Burundi,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Burundi,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA South Sudan,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA South Sudan,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Ghana,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Ghana,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Togo,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Togo,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
Khartoum FM,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
Khartoum FM,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Chad,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Chad,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Central Africa,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Central Africa,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Kenya,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Kenya,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Sierra Leone,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Sierra Leone,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Burkina Faso,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Burkina Faso,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Senegal,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Senegal,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Niger,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Niger,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Congo DRC,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Congo DRC,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Madagascar,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Madagascar,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Zambia,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Zambia,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Zimbabwe,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Zimbabwe,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Swahili,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Swahili,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Accra,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Accra,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
VoA Ethiopia,SES-5,4014 R,tp HER9,1820.0,2/3,,39.0
VoA Ethiopia,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
Channels TV,SES-5,4089 L,tp GLL16,2500.0,2/3,MPEG-4/HD,
Wap TV,SES-5,4094 L,tp GLL16,1551.0,3/5,1-1MPEG-4/SD,
NTA International,SES-5,4097 L,tp GLL16,3365.0,3/5,1-1MPEG-4/HD,
ITT FM,SES-5,11727 H,tp 941,27500.0,3/4,,0.0
Dodoma FM,SES-5,11727 H,tp 941,27500.0,3/4,,0.0
Salt FM,SES-5,11727 H,tp 941,27500.0,3/4,,0.0
Radio Simba,SES-5,11727 H,tp 941,27500.0,3/4,,0.0
Wasafi FM,SES-5,11727 H,tp 941,27500.0,3/4,,0.0
Nation FM ,SES-5,11727 H,tp 941,27500.0,3/4,,0.0
Sibuka FM,SES-5,11727 H,tp 941,27500.0,3/4,,0.0
Clouds FM,SES-5,11727 H,tp 941,27500.0,3/4,,0.0
DW-Radio FM 1,SES-5,11727 H,tp 941,27500.0,3/4,,0.0
Radio Icengelo,SES-5,11727 H,tp 941,27500.0,3/4,,0.0
Hope FM,SES-5,11727 H,tp 941,27500.0,3/4,,0.0
Super FM ,SES-5,11785 V,tp 244,27500.0,3/4,,0.0
Radio Indico,SES-5,11785 V,tp 244,27500.0,3/4,,0.0
Radio Haq,SES-5,11785 V,tp 244,27500.0,3/4,,0.0
Zuku Zone,SES-5,11804 H,tp 945,27500.0,3/4,MPEG-4/SD,0.0
Mazingira FM,SES-5,11804 H,tp 945,27500.0,3/4,,0.0
Capital FM ,SES-5,11804 H,tp 945,27500.0,3/4,,0.0
HomeBoyz Radio,SES-5,11804 H,tp 945,27500.0,3/4,,0.0
East FM ,SES-5,11804 H,tp 945,27500.0,3/4,,0.0
Eiraka Radio,SES-5,11804 H,tp 945,27500.0,3/4,,0.0
East Africa Radio,SES-5,11804 H,tp 945,27500.0,3/4,,0.0
Zodiak Radio,SES-5,11881 H,tp 949,27500.0,3/4,,0.0
Kass FM,SES-5,11881 H,tp 949,27500.0,3/4,,0.0
Q FM ,SES-5,11881 H,tp 949,27500.0,3/4,,0.0
Radio Waumini,SES-5,11881 H,tp 949,27500.0,3/4,,0.0
Radio Maisha,SES-5,11881 H,tp 949,27500.0,3/4,,0.0
MBC Radio 1,SES-5,11881 H,tp 949,27500.0,3/4,,0.0
MBC Radio 2,SES-5,11881 H,tp 949,27500.0,3/4,,0.0
Uvinza FM,SES-5,11881 H,tp 949,27500.0,3/4,,0.0
Radio One ,SES-5,11881 H,tp 949,27500.0,3/4,,0.0
Hope Channel Africa,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/SD,0.0
Bet 9JA Virtual Game 2,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/SD,0.0
Bet 9JA Virtual Game,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/SD,0.0
VoA TV Africa,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/HD,0.0
VoA TV Global,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/HD,0.0
Kiron UK Numbers,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/HD,0.0
SBN International,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-2/SD,0.0
Kiron Fast League,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/HD,0.0
Kiron SoccerBet,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/HD,0.0
Kiron Champions,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/HD,0.0
Kiron Spin & Win,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/HD,0.0
Kiron Tournament,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/HD,0.0
Highlight Games Soccerbet,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/HD,0.0
The Word Network,SES-5,11919 H,tp 951,27500.0,3/4,MPEG-4/HD,0.0
The Liberty Radio Network,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
TWR Africa 2,SES-5,11919 H,tp 951,27500.0,3/4,,0.0
StarTimes TV Guide promo,SES-5,11996 H,tp 255,27500.0,3/4,MPEG-4/SD,0.0
BYU TV Global,SES-5,12015 V,tp 956,29950.0,3/4,MPEG-4/SD,0.0
France 24 Français,SES-5,12015 V,tp 956,29950.0,3/4,MPEG-2/SD,0.0
Tele Congo,SES-5,12015 V,tp 956,29950.0,3/4,MPEG-2/SD,0.0
Vatican Media,SES-5,12015 V,tp 956,29950.0,3/4,MPEG-2/SD,0.0
France 24 English,SES-5,12015 V,tp 956,29950.0,3/4,MPEG-2/SD,0.0
TRT World,SES-5,12015 V,tp 956,29950.0,3/4,MPEG-4/HD,0.0
Africanews,SES-5,12015 V,tp 956,29950.0,3/4,MPEG-2/SD,0.0
RFI Langues 2,SES-5,12015 V,tp 956,29950.0,3/4,,0.0
RFI Français,SES-5,12015 V,tp 956,29950.0,3/4,,0.0
RFI Português,SES-5,12015 V,tp 956,29950.0,3/4,,0.0
RFI Kiswahili,SES-5,12015 V,tp 956,29950.0,3/4,,0.0
RFI Hausa,SES-5,12015 V,tp 956,29950.0,3/4,,0.0
RFI Mandenkan,SES-5,12015 V,tp 956,29950.0,3/4,,0.0
RFI Fulfulde,SES-5,12015 V,tp 956,29950.0,3/4,,0.0
West Africa Democracy Radio,SES-5,12015 V,tp 956,29950.0,3/4,,0.0
Radio Congo,SES-5,12015 V,tp 956,29950.0,3/4,,0.0
Radio Vaticana Europa,SES-5,12015 V,tp 956,29950.0,3/4,,0.0
Gabriele TV Africa,SES-5,12034 H,tp 957,27500.0,3/4,MPEG-2/SD,0.0
DW English,SES-5,12034 H,tp 957,27500.0,3/4,MPEG-4/SD,0.0
DW English,SES-5,12054 V,tp 958,30000.0,3/4,MPEG-4/HD,0.0
CCTV 4 Europe,SES-5,12034 H,tp 957,27500.0,3/4,MPEG-2/SD,0.0
CGTN Documentary,SES-5,12034 H,tp 957,27500.0,3/4,MPEG-2/SD,0.0
CGTN Français,SES-5,12034 H,tp 957,27500.0,3/4,MPEG-2/SD,0.0
CGTN,SES-5,12034 H,tp 957,27500.0,3/4,MPEG-2/SD,0.0
MTA 4 Africa,SES-5,12034 H,tp 957,27500.0,3/4,MPEG-2/SD,0.0
Bet 9JA Stadium LaLiga,SES-5,12034 H,tp 957,27500.0,3/4,MPEG-4/SD,0.0
Bet 9JA Stadium Serie A,SES-5,12034 H,tp 957,27500.0,3/4,MPEG-4/SD,0.0
DW-Radio FM 2,SES-5,12034 H,tp 957,27500.0,3/4,,0.0
DW-Radio FM 3,SES-5,12034 H,tp 957,27500.0,3/4,,0.0
DW-Radio FM 4,SES-5,12034 H,tp 957,27500.0,3/4,,0.0
DW-Radio FM 5,SES-5,12034 H,tp 957,27500.0,3/4,,0.0
DW-Radio 8,SES-5,12034 H,tp 957,27500.0,3/4,,0.0
DW-Radio 9,SES-5,12034 H,tp 957,27500.0,3/4,,0.0
Bet 9JA League 2,SES-5,12054 V,tp 958,30000.0,3/4,MPEG-4/SD,0.0
Bet 9JA Football,SES-5,12054 V,tp 958,30000.0,3/4,MPEG-4/SD,0.0
Bet 9JA Dog Racing,SES-5,12054 V,tp 958,30000.0,3/4,MPEG-4/SD,0.0
Bet 9JA Gold,SES-5,12054 V,tp 958,30000.0,3/4,MPEG-4/SD,0.0
Tivi5Monde,SES-5,12054 V,tp 958,30000.0,3/4,MPEG-2/SD,0.0
TV5Monde Style,SES-5,12054 V,tp 958,30000.0,3/4,MPEG-4/HD,0.0
TV5Monde Afrique,SES-5,12054 V,tp 958,30000.0,3/4,MPEG-2/SD,0.0
Bet 9JA Serie A,SES-5,12054 V,tp 958,30000.0,3/4,MPEG-4/SD,0.0
Bet 9JA Spin and Win,SES-5,12054 V,tp 958,30000.0,3/4,MPEG-4/SD,0.0
Bet 9JA Stadium Premier,SES-5,12054 V,tp 958,30000.0,3/4,MPEG-4/SD,0.0
Reuters Live,SES-5,12054 V,tp 958,30000.0,3/4,MPEG-4/HD,0.0
TBC FM,SES-5,12265 H,tp 269,27500.0,3/4,,0.0
TBC Taifa,SES-5,12265 H,tp 269,27500.0,3/4,,0.0
StarTimes TV Guide Français,SES-5,12303 H,tp 271,27500.0,3/4,MPEG-4/SD,0.0
Ladbrokes 1,Astra-4A,11727 H,tp B1,27500,3/4,MPEG-2/SD,0-47
Racing TVi,Astra-4A,11727 H,tp B1,27500,3/4,MPEG-4/SD,0-47
SIS Two,Astra-4A,11727 H,tp B1,27500,3/4,MPEG-2/SD,0-47
Betfred TV 1,Astra-4A,11727 H,tp B1,27500,3/4,MPEG-4/SD,0-47
Betfred TV 2,Astra-4A,11727 H,tp B1,27500,3/4,MPEG-4/SD,0-47
Betfred TV 3,Astra-4A,11727 H,tp B1,27500,3/4,MPEG-4/SD,0-47
DW English,Astra-4A,11747 V,tp B2,30000,3/4,MPEG-4/HD,0-47
5 Kanal ,Astra-4A,11747 V,tp B2,30000,3/4,MPEG-4/HD,0-47
Radio Svoboda TV,Astra-4A,11747 V,tp B2,30000,3/4,MPEG-4/HD,0-47
VoA TV Holos Ameryky,Astra-4A,11747 V,tp B2,30000,3/4,MPEG-4/HD,0-47
Galychyna TV,Astra-4A,11747 V,tp B2,30000,3/4,MPEG-4/HD,0-47
Rozpakuy TV,Astra-4A,11747 V,tp B2,30000,3/4,MPEG-4/SD,0-47
Rozpakuy TV,Astra-4A,12284 V,tp B30,27500,3/4,MPEG-2/SD,0-47
European Racing Channel,Astra-4A,11747 V,tp B2,30000,3/4,HEVC/HD,0-47
Novyy Khristianskiy,Astra-4A,11747 V,tp B2,30000,3/4,MPEG-4/SD,0-47
Novyy Khristianskiy,Astra-4A,12284 V,tp B30,27500,3/4,MPEG-4/SD,0-47
Televsesvit,Astra-4A,11747 V,tp B2,30000,3/4,MPEG-4/SD,0-47
English Club TV,Astra-4A,11747 V,tp B2,30000,3/4,MPEG-4/HD,0-47
English Club TV,Astra-4A,12380 H,tp B35,27500,3/4,MPEG-4/HD,0-47
Nastoyashcheye Vremya,Astra-4A,11747 V,tp B2,30000,3/4,,0-47
1+1 Marafon,Astra-4A,11766 H,tp B3,30000,2/3,MPEG-4/SD,0-47
1+1 Ukraïna,Astra-4A,11766 H,tp B3,30000,2/3,MPEG-4/SD,0-47
1+1 Ukraïna,Astra-4A,12130 V,tp B22,27500,3/4,MPEG-2/SD,0-47
